date,rank,song_title,artist,genres
2019-05-25,1.0,Old Town Road,Lil Nas,['lgbtq+ hip hop']
2019-05-25,2.0,I Don't Care,Ed Sheeran,[]
2019-05-25,3.0,Sucker,Jonas Brothers,"['boy band', 'pop']"
2019-05-25,4.0,Bad Guy,Billie Eilish,"['art pop', 'pop']"
2019-05-25,5.0,Wow.,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2019-05-25,6.0,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2019-05-25,7.0,Dancing With A Stranger,Sam Smith,"['pop', 'uk pop']"
2019-05-25,8.0,ME!,Taylor Swift,['pop']
2019-05-25,9.0,Talk,Khalid,"['pop', 'pop r&b']"
2019-05-25,10.0,Without Me,Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
2019-05-25,11.0,7 Rings,Ariana Grande,['pop']
2019-05-25,12.0,Sweet But Psycho,Ava Ma,['pop']
2019-05-25,13.0,If I Can't Have You,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2019-05-25,14.0,Middle Child,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
2019-05-25,15.0,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,['pop']
2019-05-25,16.0,Suge,DaBaby,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']"
2019-05-25,17.0,Happier,Marshmello,"['brostep', 'edm', 'pop', 'progressive electro house']"
2019-05-25,18.0,Going Bad,Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2019-05-25,19.0,Eastside,"benny blanco, Halsey",['pop']
2019-05-25,20.0,High Hopes,Panic! At The Disco,"['modern rock', 'pop']"
2019-05-25,21.0,Homicide,Logic,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']"
2019-05-25,22.0,Shallow,Lady Gaga,"['art pop', 'dance pop', 'pop']"
2019-05-25,23.0,Better,Khalid,"['pop', 'pop r&b']"
2019-05-25,24.0,God's Country,Blake Shelton,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']"
2019-05-25,25.0,Whiskey Glasses,Morgan Wallen,['contemporary country']
2019-05-25,26.0,Pure Water,Mustard,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2019-05-25,27.0,Please Me,Cardi B,"['pop', 'rap']"
2019-05-25,28.0,Look Back At It,A Boogie Wit da Hoodie,"['melodic rap', 'rap', 'trap']"
2019-05-25,29.0,Beer Never Broke My Heart,Luke Combs,"['contemporary country', 'country']"
2019-05-25,30.0,Con Calma,Daddy Yankee,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
2019-05-25,31.0,Sicko Mode,Travis Scott,"['hip hop', 'rap', 'slap house']"
2019-05-25,32.0,Girls Like You,Maroon 5,['pop']
2019-05-25,33.0,Act Up,City Girls,"['scam rap', 'trap queen']"
2019-05-25,34.0,Pop Out,Polo G,"['chicago rap', 'rap']"
2019-05-25,35.0,Envy Me,Calboy,"['chicago rap', 'melodic rap']"
2019-05-25,36.0,Beautiful Crazy,Luke Combs,"['contemporary country', 'country']"
2019-05-25,37.0,Here With Me,Marshmello,"['brostep', 'edm', 'pop', 'progressive electro house']"
2019-05-25,38.0,A Lot,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
2019-05-25,39.0,Good As You,Kane Brown,"['black americana', 'contemporary country', 'country', 'country road']"
2019-05-25,40.0,When The Party's Over,Billie Eilish,"['art pop', 'pop']"
2019-05-25,41.0,"Hey Look Ma, I Made It",Panic! At The Disco,"['modern rock', 'pop']"
2019-05-25,42.0,Truth Hurts,Lizzo,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
2019-05-25,43.0,Thotiana,Blueface,"['cali rap', 'rap', 'trap']"
2019-05-25,44.0,Be Alright,Dean Lewis,"['australian pop', 'pop']"
2019-05-25,45.0,Eyes On You,Chase Rice,"['contemporary country', 'country', 'country road', 'modern country rock']"
2019-05-25,46.0,Drip Too Hard,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']"
2019-05-25,47.0,Bury A Friend,Billie Eilish,"['art pop', 'pop']"
2019-05-25,48.0,Look What God Gave Her,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']"
2019-05-25,49.0,"Thank U, Next",Ariana Grande,['pop']
2019-05-25,50.0,Love Ain't,Eli Young Band,"['classic texas country', 'contemporary country', 'country', 'country road', 'heartland rock', 'modern country rock']"
2019-05-25,51.0,Triggered,Jhene Aiko,['r&b']
2019-05-25,52.0,Murder On My Mind,YNW Melly,"['melodic rap', 'rap']"
2019-05-25,53.0,Rumor,Lee Brice,"['contemporary country', 'country', 'country road', 'modern country rock']"
2019-05-25,54.0,Walk Me Home,P!nk,"['dance pop', 'pop']"
2019-05-25,55.0,Clout,Offset,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2019-05-25,56.0,Close Friends,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']"
2019-05-25,57.0,Baby Shark,Pinkfong,"['cartoon', ""children's music"", 'dong-yo']"
2019-05-25,58.0,Worth It,YK Osiris,"['melodic rap', 'trap']"
2019-05-25,59.0,Sanguine Paradise,Lil Uzi Vert,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
2019-05-25,60.0,Who Do You Love,The Chainsmokers,['pop']
2019-05-25,61.0,Boy With Luv,BTS,"['k-pop', 'k-pop boy group', 'pop']"
2019-05-25,62.0,Put A Date On It,Yo Gotti,"['dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
2019-05-25,63.0,Miss Me More,Kelsea Ballerini,"['contemporary country', 'country']"
2019-05-25,64.0,Cool,Jonas Brothers,"['boy band', 'pop']"
2019-05-25,65.0,Big Ole Freak,Megan Thee Stallion,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']"
,,Don't Call Me Up,Mabel,[]
2019-05-25,67.0,Racks In The Middle,Nipsey Hussle,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2019-05-25,68.0,Night Shift,Jon Pardi,"['contemporary country', 'country', 'country road', 'modern country rock']"
2019-05-25,69.0,Earth,Lil Dicky,"['comedy rap', 'indie pop rap', 'pop rap']"
2019-05-25,70.0,GIRL,Maren Morris,"['classic texas country', 'contemporary country']"
2019-05-25,71.0,Before I Let Go,Beyonce,"['pop', 'r&b']"
2019-05-25,72.0,Girls Need Love,Summer Walker,"['r&b', 'rap']"
2019-05-25,73.0,Soltera,"Lunay, Daddy Yankee","['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
2019-05-25,74.0,Here Tonight,Brett Young,"['contemporary country', 'country', 'country road', 'modern country rock']"
2019-05-25,75.0,Robbery,Juice WRLD,"['chicago rap', 'melodic rap', 'rap']"
2019-05-25,76.0,Calma,Pedro Capo,"['latin pop', 'puerto rican pop']"
2019-05-25,77.0,Talk You Out Of It,Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
2019-05-25,78.0,Love Someone,Brett Eldredge,"['contemporary country', 'country', 'country road', 'modern country rock']"
2019-05-25,79.0,Go Loko,"YG, Tyga","['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2019-05-25,80.0,Make It Sweet,Old Dominion,"['contemporary country', 'country', 'country road', 'modern country rock']"
2019-05-25,81.0,Shotta Flow,NLE Choppa,"['memphis hip hop', 'rap']"
2019-05-25,82.0,Mixed Personalities,YNW Melly,"['melodic rap', 'rap']"
2019-05-25,83.0,Knockin' Boots,Luke Bryan,"['contemporary country', 'country', 'country road', 'modern country rock']"
2019-05-25,84.0,24/7,Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2019-05-25,85.0,Someone You Loved,Lewis Capaldi,"['pop', 'uk pop']"
