date,rank,song_title,artist,genres
2017-02-18,1.0,Shape Of You,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-02-18,2.0,Bad And Boujee,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2017-02-18,3.0,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,"['pop', 'uk pop']"
,,Bad Things,Machine Gun Kelly,[]
2017-02-18,5.0,Closer,The Chainsmokers,['pop']
2017-02-18,6.0,Don't Wanna Know,Maroon 5,['pop']
2017-02-18,7.0,Starboy,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2017-02-18,8.0,Fake Love,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2017-02-18,9.0,Black Beatles,Rae Sremmurd,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']"
2017-02-18,10.0,Scars To Your Beautiful,Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2017-02-18,11.0,Paris,The Chainsmokers,['pop']
2017-02-18,12.0,24K Magic,Bruno Mars,"['dance pop', 'pop']"
2017-02-18,13.0,Side To Side,Ariana Grande,['pop']
2017-02-18,14.0,Love On The Brain,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']"
2017-02-18,15.0,Bounce Back,Big Sean,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']"
2017-02-18,16.0,I Feel It Coming,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2017-02-18,17.0,Caroline,Amine,"['pop rap', 'portland hip hop', 'rap', 'underground hip hop']"
2017-02-18,18.0,Let Me Love You,DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']"
2017-02-18,19.0,T-Shirt,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2017-02-18,20.0,All Time Low,Jon Bellion,['indie pop rap']
2017-02-18,21.0,Mercy,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2017-02-18,22.0,Can't Stop The Feeling!,Justin Timberlake,"['dance pop', 'pop']"
2017-02-18,23.0,Heathens,twenty one pilots,"['modern rock', 'pop', 'pov: indie', 'rock']"
2017-02-18,24.0,Rockabye,Clean Bandit,"['pop', 'uk dance', 'uk funky']"
2017-02-18,25.0,This Town,Niall Horan,['pop']
2017-02-18,26.0,Starving,Hailee Steinfeld,['pop']
2017-02-18,27.0,iSpy,KYLE,"['deep underground hip hop', 'indie pop rap', 'pop rap', 'viral trap']"
2017-02-18,28.0,Water Under The Bridge,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']"
2017-02-18,29.0,Say You Won't Let Go,James Arthur,"['pop', 'talent show', 'uk pop']"
2017-02-18,30.0,Cheap Thrills,Sia,"['australian dance', 'australian pop', 'pop']"
,,Broccoli,D.R.A.M.,[]
2017-02-18,32.0,Treat You Better,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2017-02-18,33.0,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,['viral trap']
2017-02-18,34.0,Better Man,Little Big Town,"['contemporary country', 'country', 'country dawn', 'country road']"
2017-02-18,35.0,Love Me Now,John Legend,"['neo soul', 'pop', 'pop soul', 'urban contemporary']"
