date,rank,song_title,artist,genres
2016-07-09,1.0,One Dance,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-07-09,2.0,Can't Stop The Feeling!,Justin Timberlake,"['dance pop', 'pop']"
2016-07-09,3.0,Panda,Desiigner,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']"
2016-07-09,4.0,Don't Let Me Down,The Chainsmokers,['pop']
2016-07-09,5.0,This Is What You Came For,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
2016-07-09,6.0,Cheap Thrills,Sia,"['australian dance', 'australian pop', 'pop']"
2016-07-09,7.0,Work From Home,Fifth Harmony,"['girl group', 'pop', 'talent show']"
2016-07-09,8.0,Needed Me,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']"
,,Don't Mind,Kent Jones,[]
2016-07-09,10.0,Ride,twenty one pilots,"['modern rock', 'pop', 'pov: indie', 'rock']"
2016-07-09,11.0,I Took A Pill In Ibiza,Mike Posner,"['dance pop', 'pop', 'pop dance', 'pop rap']"
2016-07-09,12.0,Just Like Fire,P!nk,"['dance pop', 'pop']"
2016-07-09,13.0,7 Years,Lukas Graham,"['danish pop', 'scandipop']"
2016-07-09,14.0,Heathens,twenty one pilots,"['modern rock', 'pop', 'pov: indie', 'rock']"
2016-07-09,15.0,Dangerous Woman,Ariana Grande,['pop']
2016-07-09,16.0,Work,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']"
2016-07-09,17.0,H.O.L.Y.,Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
2016-07-09,18.0,Me Too,Meghan Trainor,"['hip pop', 'pop']"
2016-07-09,19.0,Send My Love (To Your New Lover),Adele,"['british soul', 'pop', 'pop soul', 'uk pop']"
2016-07-09,20.0,Controlla,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-07-09,21.0,Close,Nick Jonas,"['dance pop', 'pop']"
2016-07-09,22.0,Stressed Out,twenty one pilots,"['modern rock', 'pop', 'pov: indie', 'rock']"
2016-07-09,23.0,Let It Go,James Bay,"['neo mellow', 'pop', 'uk pop']"
2016-07-09,24.0,Lost Boy,Ruth B,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']"
2016-07-09,25.0,Love Yourself,Justin Bieber,"['canadian pop', 'pop']"
2016-07-09,26.0,My House,Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
2016-07-09,27.0,Too Good,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-07-09,28.0,Never Forget You,Zara Larsson,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']"
2016-07-09,29.0,Cake By The Ocean,DNCE,"['dance pop', 'pop']"
2016-07-09,30.0,Pillowtalk,Zayn,"['pop', 'uk pop']"
2016-07-09,31.0,Low Life,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2016-07-09,32.0,Sorry,Beyonce,"['pop', 'r&b']"
2016-07-09,33.0,For Free,DJ Khaled,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
2016-07-09,34.0,All The Way Up,"Fat Joe, Remy Ma","['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2016-07-09,35.0,Never Be Like You,Flume,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'indietronica']"
2016-07-09,36.0,"Me, Myself & I",G-Eazy,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
2016-07-09,37.0,Sorry,Justin Bieber,"['canadian pop', 'pop']"
2016-07-09,38.0,Cut It,O.T. Genasis,"['southern hip hop', 'trap']"
2016-07-09,39.0,Kill Em With Kindness,Selena Gomez,"['pop', 'post-teen pop']"
2016-07-09,40.0,Oui,Jeremih,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
2016-07-09,41.0,Wicked,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2016-07-09,42.0,"Huntin', Fishin' & Lovin' Every Day",Luke Bryan,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-07-09,43.0,Church Bells,Carrie Underwood,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']"
2016-07-09,44.0,Into You,Ariana Grande,['pop']
2016-07-09,45.0,2 Phones,Kevin Gates,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2016-07-09,46.0,Really Really,Kevin Gates,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2016-07-09,47.0,Pop Style,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-07-09,48.0,No,Meghan Trainor,"['hip pop', 'pop']"
2016-07-09,49.0,Lights Come On,Jason Aldean,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-07-09,50.0,Treat You Better,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2016-07-09,51.0,Uber Everywhere,MadeinTYO,"['atl hip hop', 'melodic rap', 'trap']"
