date,rank,song_title,artist,genres
2017-04-15,1.0,Shape Of You,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-04-15,2.0,That's What I Like,Bruno Mars,"['dance pop', 'pop']"
2017-04-15,3.0,Something Just Like This,The Chainsmokers,['pop']
2017-04-15,4.0,I Feel It Coming,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2017-04-15,5.0,iSpy,KYLE,"['deep underground hip hop', 'indie pop rap', 'pop rap', 'viral trap']"
2017-04-15,6.0,Bad And Boujee,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2017-04-15,7.0,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,"['pop', 'uk pop']"
2017-04-15,8.0,Tunnel Vision,Kodak Black,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2017-04-15,9.0,Paris,The Chainsmokers,['pop']
2017-04-15,10.0,Passionfruit,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2017-04-15,11.0,Rockabye,Clean Bandit,"['pop', 'uk dance', 'uk funky']"
2017-04-15,12.0,Body Like A Back Road,Sam Hunt,"['contemporary country', 'country', 'country pop', 'modern country rock']"
2017-04-15,13.0,Chained To The Rhythm,Katy Perry,['pop']
2017-04-15,14.0,Love On The Brain,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']"
2017-04-15,15.0,It Ain't Me,Kygo,"['edm', 'pop', 'pop dance', 'tropical house']"
2017-04-15,16.0,Bounce Back,Big Sean,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']"
2017-04-15,17.0,Stay,Zedd,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']"
2017-04-15,18.0,Mask Off,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2017-04-15,19.0,Say You Won't Let Go,James Arthur,"['pop', 'talent show', 'uk pop']"
2017-04-15,20.0,Closer,The Chainsmokers,['pop']
2017-04-15,21.0,Portland,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2017-04-15,22.0,The Heart Part 4,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-04-15,23.0,Issues,Julia Michaels,['pop']
2017-04-15,24.0,Location,Khalid,"['pop', 'pop r&b']"
2017-04-15,25.0,T-Shirt,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
