date,rank,song_title,artist,genres
2018-05-19,1.0,This Is America,Childish Gambino,"['atl hip hop', 'hip hop', 'rap']"
2018-05-19,2.0,Nice For What,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2018-05-19,3.0,God's Plan,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2018-05-19,4.0,Psycho,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2018-05-19,5.0,Meant To Be,Bebe Re,"['dance pop', 'pop']"
2018-05-19,6.0,The Middle,"Zedd, Maren Morris","['complextro', 'edm', 'german techno', 'pop', 'pop dance']"
2018-05-19,7.0,Look Alive,BlocBoy JB,"['memphis hip hop', 'rap', 'tennessee hip hop', 'trap']"
2018-05-19,8.0,Never Be The Same,Camila Cabello,"['dance pop', 'pop']"
2018-05-19,9.0,Perfect,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2018-05-19,10.0,No Tears Left To Cry,Ariana Grande,['pop']
2018-05-19,11.0,Freaky Friday,Lil Dicky,"['comedy rap', 'indie pop rap', 'pop rap']"
2018-05-19,12.0,Whatever It Takes,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2018-05-19,13.0,Rockstar,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2018-05-19,14.0,Walk It Talk It,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2018-05-19,15.0,Mine,Bazzi,['pop']
2018-05-19,16.0,Watch,Travis Scott,"['hip hop', 'rap', 'slap house']"
,,Boo'd Up,Ella Mai,[]
2018-05-19,18.0,I Like It,"Cardi B, Bad Bunny","['pop', 'rap']"
2018-05-19,19.0,Chun-Li,Nicki Minaj,"['hip pop', 'pop', 'queens hip hop', 'rap']"
2018-05-19,20.0,Heaven,Kane Brown,"['black americana', 'contemporary country', 'country', 'country road']"
2018-05-19,21.0,Friends,Marshmello,"['brostep', 'edm', 'pop', 'progressive electro house']"
2018-05-19,22.0,Pray For Me,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2018-05-19,23.0,Better Now,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2018-05-19,24.0,Havana,Camila Cabello,"['dance pop', 'pop']"
2018-05-19,25.0,Be Careful,Cardi B,"['pop', 'rap']"
2018-05-19,26.0,Plug Walk,Rich The Kid,"['atl hip hop', 'melodic rap', 'plugg', 'rap', 'trap']"
2018-05-19,27.0,In My Blood,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2018-05-19,28.0,Powerglide,Rae Sremmurd,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']"
2018-05-19,29.0,Call Out My Name,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2018-05-19,30.0,Wait,Maroon 5,['pop']
2018-05-19,31.0,Finesse,Bruno Mars,"['dance pop', 'pop']"
2018-05-19,32.0,New Rules,Dua Lipa,"['dance pop', 'pop', 'uk pop']"
2018-05-19,33.0,You Make It Easy,Jason Aldean,"['contemporary country', 'country', 'country road', 'modern country rock']"
2018-05-19,34.0,Sad!,,[]
2018-05-19,35.0,All The Stars,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2018-05-19,36.0,Dame Tu Cosita,Pitbull,"['dance pop', 'miami hip hop', 'pop']"
2018-05-19,37.0,Ric Flair Drip,Offset,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2018-05-19,38.0,Paranoid,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2018-05-19,39.0,Rich & Sad,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2018-05-19,40.0,Ball For Me,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
,,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna",[]
2018-05-19,42.0,X,Nicky Jam,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
2018-05-19,43.0,Dura,Daddy Yankee,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
2018-05-19,44.0,One Number Away,Luke Combs,"['contemporary country', 'country']"
2018-05-19,45.0,Stay,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2018-05-19,46.0,Delicate,Taylor Swift,['pop']
2018-05-19,47.0,Overdose,YoungBoy Never Broke Again,"['baton rouge rap', 'rap']"
2018-05-19,48.0,Japan,Famous De,"['chicago rap', 'drill', 'rap', 'trap']"
2018-05-19,49.0,One Kiss,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
2018-05-19,50.0,Stir Fry,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2018-05-19,51.0,Spoil My Night,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2018-05-19,52.0,KOD,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
2018-05-19,53.0,Esskeetit,Lil Pump,"['emo rap', 'miami hip hop', 'pop rap', 'rap', 'trap']"
2018-05-19,54.0,Love Lies,Khalid,"['pop', 'pop r&b']"
2018-05-19,55.0,Tequila,Dan + Shay,"['contemporary country', 'country', 'country road']"
2018-05-19,56.0,ATM,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
2018-05-19,57.0,Kevin's Heart,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
2018-05-19,58.0,Beautiful Crazy,Luke Combs,"['contemporary country', 'country']"
2018-05-19,59.0,No Excuses,Meghan Trainor,"['hip pop', 'pop']"
,,King's Dead,"Jay Rock, Kendrick Lamar, Future",[]
2018-05-19,61.0,IDGAF,Dua Lipa,"['dance pop', 'pop', 'uk pop']"
2018-05-19,62.0,Drip,Cardi B,"['pop', 'rap']"
2018-05-19,63.0,Zack And Codeine,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2018-05-19,64.0,Over Now,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2018-05-19,65.0,Youth,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2018-05-19,66.0,Same Bitches,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2018-05-19,67.0,Takin' Shots,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2018-05-19,68.0,New Freezer,Rich The Kid,"['atl hip hop', 'melodic rap', 'plugg', 'rap', 'trap']"
2018-05-19,69.0,92 Explorer,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2018-05-19,70.0,Get Along,Kenny Chesney,"['contemporary country', 'country', 'country road', 'modern country rock']"
