date,rank,song_title,artist,genres
2017-02-04,1.0,Bad And Boujee,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2017-02-04,2.0,Shape Of You,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-02-04,3.0,Black Beatles,Rae Sremmurd,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']"
2017-02-04,4.0,Closer,The Chainsmokers,['pop']
2017-02-04,5.0,Starboy,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
,,Bad Things,Machine Gun Kelly,[]
2017-02-04,7.0,Paris,The Chainsmokers,['pop']
2017-02-04,8.0,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,"['pop', 'uk pop']"
2017-02-04,9.0,Don't Wanna Know,Maroon 5,['pop']
2017-02-04,10.0,24K Magic,Bruno Mars,"['dance pop', 'pop']"
2017-02-04,11.0,Fake Love,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2017-02-04,12.0,Side To Side,Ariana Grande,['pop']
2017-02-04,13.0,Scars To Your Beautiful,Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2017-02-04,14.0,Caroline,Amine,"['pop rap', 'portland hip hop', 'rap', 'underground hip hop']"
2017-02-04,15.0,Bounce Back,Big Sean,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']"
2017-02-04,16.0,Let Me Love You,DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']"
2017-02-04,17.0,Love On The Brain,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']"
2017-02-04,18.0,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,['viral trap']
2017-02-04,19.0,I Feel It Coming,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2017-02-04,20.0,Heathens,twenty one pilots,"['modern rock', 'pop', 'pov: indie', 'rock']"
,,Broccoli,D.R.A.M.,[]
2017-02-04,22.0,All Time Low,Jon Bellion,['indie pop rap']
2017-02-04,23.0,Starving,Hailee Steinfeld,['pop']
2017-02-04,24.0,Can't Stop The Feeling!,Justin Timberlake,"['dance pop', 'pop']"
2017-02-04,25.0,Mercy,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2017-02-04,26.0,Treat You Better,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2017-02-04,27.0,Cheap Thrills,Sia,"['australian dance', 'australian pop', 'pop']"
2017-02-04,28.0,Castle On The Hill,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-02-04,29.0,This Town,Niall Horan,['pop']
2017-02-04,30.0,Say You Won't Let Go,James Arthur,"['pop', 'talent show', 'uk pop']"
2017-02-04,31.0,Love Me Now,John Legend,"['neo soul', 'pop', 'pop soul', 'urban contemporary']"
2017-02-04,32.0,iSpy,KYLE,"['deep underground hip hop', 'indie pop rap', 'pop rap', 'viral trap']"
2017-02-04,33.0,Don't Let Me Down,The Chainsmokers,['pop']
2017-02-04,34.0,Water Under The Bridge,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']"
2017-02-04,35.0,Blue Ain't Your Color,Keith Urban,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road', 'modern country rock']"
