date,rank,song_title,artist,genres
2016-04-30,1.0,Work,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']"
2016-04-30,2.0,Panda,Desiigner,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']"
2016-04-30,3.0,7 Years,Lukas Graham,"['danish pop', 'scandipop']"
2016-04-30,4.0,No,Meghan Trainor,"['hip pop', 'pop']"
2016-04-30,5.0,Pillowtalk,Zayn,"['pop', 'uk pop']"
2016-04-30,6.0,I Took A Pill In Ibiza,Mike Posner,"['dance pop', 'pop', 'pop dance', 'pop rap']"
2016-04-30,7.0,Work From Home,Fifth Harmony,"['girl group', 'pop', 'talent show']"
2016-04-30,8.0,Love Yourself,Justin Bieber,"['canadian pop', 'pop']"
2016-04-30,9.0,Cake By The Ocean,DNCE,"['dance pop', 'pop']"
2016-04-30,10.0,"Me, Myself & I",G-Eazy,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
2016-04-30,11.0,Stressed Out,twenty one pilots,"['modern rock', 'pop', 'pov: indie', 'rock']"
2016-04-30,12.0,My House,Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
2016-04-30,13.0,One Dance,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-04-30,14.0,Dangerous Woman,Ariana Grande,['pop']
2016-04-30,15.0,Never Forget You,Zara Larsson,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']"
2016-04-30,16.0,Sorry,Justin Bieber,"['canadian pop', 'pop']"
2016-04-30,17.0,Don't Let Me Down,The Chainsmokers,['pop']
2016-04-30,18.0,2 Phones,Kevin Gates,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2016-04-30,19.0,Pop Style,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-04-30,20.0,Oui,Jeremih,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
2016-04-30,21.0,Low Life,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2016-04-30,22.0,Middle,DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']"
2016-04-30,23.0,One Call Away,Charlie Puth,"['pop', 'viral pop']"
2016-04-30,24.0,Hands To Myself,Selena Gomez,"['pop', 'post-teen pop']"
2016-04-30,25.0,Jumpman,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-04-30,26.0,Stitches,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2016-04-30,27.0,Hello,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']"
2016-04-30,28.0,Roses,The Chainsmokers,['pop']
2016-04-30,29.0,Close,Nick Jonas,"['dance pop', 'pop']"
2016-04-30,30.0,Don't,Bryson Tiller,"['kentucky hip hop', 'r&b', 'rap']"
2016-04-30,31.0,Exchange,Bryson Tiller,"['kentucky hip hop', 'r&b', 'rap']"
2016-04-30,32.0,Down In The DM,Yo Gotti,"['dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
2016-04-30,33.0,Needed Me,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']"
2016-04-30,34.0,Let It Go,James Bay,"['neo mellow', 'pop', 'uk pop']"
2016-04-30,35.0,Somewhere On A Beach,Dierks Bentley,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-04-30,36.0,Humble And Kind,Tim McGraw,"['contemporary country', 'country', 'country road']"
2016-04-30,37.0,Back To Sleep,Chris Brown,"['r&b', 'rap']"
2016-04-30,38.0,You Should Be Here,Cole Swindell,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-04-30,39.0,The Hills,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2016-04-30,40.0,Think Of You,Chris Young Duet With Cassadee Pope,"['contemporary country', 'country', 'country road']"
2016-04-30,41.0,Lost Boy,Ruth B,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']"
2016-04-30,42.0,The Sound Of Silence,Disturbed,"['alternative metal', 'nu metal', 'rap metal', 'rock']"
2016-04-30,43.0,Youth,Troye Sivan,"['australian pop', 'pop', 'viral pop']"
2016-04-30,44.0,Cut It,O.T. Genasis,"['southern hip hop', 'trap']"
2016-04-30,45.0,Die A Happy Man,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-04-30,46.0,New Romantics,Taylor Swift,['pop']
2016-04-30,47.0,Cheap Thrills,Sia,"['australian dance', 'australian pop', 'pop']"
2016-04-30,48.0,Came Here To Forget,Blake Shelton,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']"
2016-04-30,49.0,Famous,Kanye West,"['chicago rap', 'hip hop', 'rap']"
2016-04-30,50.0,Snapback,Old Dominion,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-04-30,51.0,Summer Sixteen,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-04-30,52.0,I Like The Sound Of That,Rascal Flatts,"['contemporary country', 'country', 'country road']"
2016-04-30,53.0,Company,Justin Bieber,"['canadian pop', 'pop']"
2016-04-30,54.0,Father Stretch My Hands Pt. 1,Kanye West,"['chicago rap', 'hip hop', 'rap']"
2016-04-30,55.0,Confession,Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
2016-04-30,56.0,Wild Things,Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2016-04-30,57.0,Promise,Kid Ink,"['pop rap', 'rap', 'southern hip hop', 'trap']"
2016-04-30,58.0,My Church,Maren Morris,"['classic texas country', 'contemporary country']"
2016-04-30,59.0,Team,Iggy Azalea,"['australian hip hop', 'dance pop', 'pop']"
2016-04-30,60.0,"Huntin', Fishin' & Lovin' Every Day",Luke Bryan,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-04-30,61.0,T-Shirt,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-04-30,62.0,Really Really,Kevin Gates,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2016-04-30,63.0,Piece By Piece,Kelly Clarkson,"['dance pop', 'pop', 'talent show']"
2016-04-30,64.0,That Don't Sound Like You,Lee Brice,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-04-30,65.0,Drunk On Your Love,Brett Eldredge,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-04-30,66.0,Ophelia,The Lumineers,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']"
2016-04-30,67.0,Mind Reader,Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-04-30,68.0,Might Not,Belly,"['canadian hip hop', 'canadian trap']"
2016-04-30,69.0,All The Way Up,"Fat Joe, Remy Ma","['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2016-04-30,70.0,Messin' Around,Pitbull,"['dance pop', 'miami hip hop', 'pop']"
2016-04-30,71.0,Little Bit Of You,Chase Bryant,"['contemporary country', 'country road', 'modern country rock']"
2016-04-30,72.0,Acquainted,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2016-04-30,73.0,Pt. 2,Kanye West,"['chicago rap', 'hip hop', 'rap']"
2016-04-30,74.0,Try Everything,Shakira,"['colombian pop', 'dance pop', 'latin pop', 'pop']"
2016-04-30,75.0,Light It Up,Major Lazer,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance']"
2016-04-30,76.0,Never Be Like You,Flume,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'indietronica']"
2016-04-30,77.0,Body,Dreezy,"['chicago rap', 'drill', 'trap queen']"
2016-04-30,78.0,Ride,twenty one pilots,"['modern rock', 'pop', 'pov: indie', 'rock']"
2016-04-30,79.0,Might Be,DJ Luke Nasty,"['north carolina hip hop', 'trap']"
2016-04-30,80.0,Nobody To Blame,Chris Stapleton,"['contemporary country', 'outlaw country']"
2016-04-30,81.0,Saved,Ty Dolla $ign,"['hip hop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
2016-04-30,82.0,Uber Everywhere,MadeinTYO,"['atl hip hop', 'melodic rap', 'trap']"
2016-04-30,83.0,Kiss It Better,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']"
2016-04-30,84.0,Head Over Boots,Jon Pardi,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-04-30,85.0,Law,Yo Gotti,"['dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
2016-04-30,86.0,Waves,Kanye West,"['chicago rap', 'hip hop', 'rap']"
