date,rank,song_title,artist,genres
2021-10-16,1.0,Stay,The Kid LAROI ,['australian hip hop']
2021-10-16,2.0,Industry Baby,Lil Nas ,['lgbtq+ hip hop']
2021-10-16,3.0,Fancy Like,Walker Hayes,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-10-16,4.0,Way 2 Sexy,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2021-10-16,5.0,Bad Habits,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2021-10-16,6.0,Good 4 U,Olivia Rodrigo,['pop']
2021-10-16,7.0,Kiss Me More,Doja Cat ,"['dance pop', 'pop']"
2021-10-16,8.0,Levitating,Dua Lipa,"['dance pop', 'pop', 'uk pop']"
2021-10-16,9.0,Knife Talk,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2021-10-16,10.0,Essence,Wizkid ,"['afrobeats', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']"
2021-10-16,11.0,Shivers,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2021-10-16,12.0,My Universe,Coldplay ,"['permanent wave', 'pop']"
2021-10-16,13.0,Need To Know,Doja Cat,"['dance pop', 'pop']"
2021-10-16,14.0,Save Your Tears,The Weeknd ,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2021-10-16,15.0,Heat Waves,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2021-10-16,16.0,Beggin',Maneskin,"['indie rock italiano', 'italian pop']"
2021-10-16,17.0,Montero (Call Me By Your Name),Lil Nas ,['lgbtq+ hip hop']
2021-10-16,18.0,You Right,Doja Cat ,"['dance pop', 'pop']"
2021-10-16,19.0,If I Didn't Love You,Jason Aldean ,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-10-16,20.0,Girls Want Girls,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2021-10-16,21.0,Traitor,Olivia Rodrigo,['pop']
2021-10-16,22.0,Take My Breath,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2021-10-16,23.0,Sharing Locations,Meek Mill ,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2021-10-16,24.0,Chasing After You,Ryan Hurd With Maren Morris,"['contemporary country', 'country pop', 'country road', 'modern country rock']"
2021-10-16,25.0,Pepas,Farruko,"['reggaeton', 'trap latino', 'urbano latino']"
2021-10-16,26.0,Thats What I Want,Lil Nas ,['lgbtq+ hip hop']
2021-10-16,27.0,Wockesha,Moneybagg Yo,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
2021-10-16,28.0,Cold Beer Calling My Name,Jameson Rodgers ,"['contemporary country', 'country pop', 'modern country pop', 'modern country rock']"
2021-10-16,29.0,Happier Than Ever,Billie Eilish,"['art pop', 'pop']"
2021-10-16,30.0,Fair Trade,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2021-10-16,31.0,Deja Vu,Olivia Rodrigo,['pop']
2021-10-16,32.0,Cold Heart (PNAU Remix),Elton John ,"['glam rock', 'mellow gold', 'piano rock', 'rock']"
2021-10-16,33.0,Memory I Don't Mess With,Lee Brice,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-10-16,34.0,A-O-K,Tai Verdes,"['modern indie pop', 'singer-songwriter pop']"
2021-10-16,35.0,Love Nwantiti (Ah Ah Ah),CKay,"['afro r&b', 'afrobeats']"
2021-10-16,36.0,Intro (Hate On Me),Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
,,Leave The Door Open,Silk Sonic (Bruno Mars ,Need Manual Check
2021-10-16,38.0,Gyalis,Capella Grey,['pop rap']
2021-10-16,39.0,Peaches,Justin Bieber ,"['canadian pop', 'pop']"
2021-10-16,40.0,Leave Before You Love Me,Marshmello ,"['brostep', 'edm', 'pop', 'progressive electro house']"
2021-10-16,41.0,Love Again,Dua Lipa,"['dance pop', 'pop', 'uk pop']"
2021-10-16,42.0,My Boy,Elvie Shane,['modern country pop']
2021-10-16,43.0,Buy Dirt,Jordan Davis ,['contemporary country']
2021-10-16,44.0,Hurricane,Kanye West,"['chicago rap', 'hip hop', 'rap']"
2021-10-16,45.0,I Was On A Boat That Day,Old Dominion,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-10-16,46.0,Family Ties,Baby Keem ,"['hip hop', 'rap']"
2021-10-16,47.0,Meet Me At Our Spot,THE AN,['modern alternative pop']
2021-10-16,48.0,Wild Side,Normani ,"['pop', 'r&b']"
2021-10-16,49.0,Late At Night,Roddy Ricch,"['melodic rap', 'rap', 'trap']"
2021-10-16,50.0,Have Mercy,Chloe,['contemporary r&b']
2021-10-16,51.0,You Should Probably Leave,Chris Stapleton,"['contemporary country', 'outlaw country']"
2021-10-16,52.0,Whole Lotta Money,BIA ,"['rap latina', 'trap queen']"
2021-10-16,53.0,Cold As You,Luke Combs,"['contemporary country', 'country']"
2021-10-16,54.0,You Time,Scotty McCreery,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-10-16,55.0,Drunk (And I Don't Wanna Go Home),Elle King ,['modern blues rock']
2021-10-16,56.0,Baddest,"Yung Bleu, Chris Brown ","['alabama rap', 'trap']"
2021-10-16,57.0,Thinking 'Bout You,Dustin Lynch ,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-10-16,58.0,Butter,BTS,"['k-pop', 'k-pop boy group', 'pop']"
2021-10-16,59.0,Too Easy,Gunna ,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
2021-10-16,60.0,Hot,Meek Mill ,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2021-10-16,61.0,Your Heart,Joyner Lucas ,"['boston hip hop', 'hip hop', 'pop rap', 'rap']"
2021-10-16,62.0,Woman,Doja Cat,"['dance pop', 'pop']"
2021-10-16,63.0,2055,Sleepy Hallow,"['brooklyn drill', 'nyc rap']"
2021-10-16,64.0,No Friends In The Industry,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2021-10-16,65.0,Champagne Poetry,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2021-10-16,66.0,Expensive Pain,Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2021-10-16,67.0,Knowing You,Kenny Chesney,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-10-16,68.0,Memory,Kane Brown ,"['black americana', 'contemporary country', 'country', 'country road']"
2021-10-16,69.0,On My Soul,Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2021-10-16,70.0,Thot Shit,Megan Thee Stallion,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']"
2021-10-16,71.0,Drinkin' Beer. Talkin' God. Amen.,Chase Rice ,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-10-16,72.0,Blue Note$ II,Meek Mill ,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2021-10-16,73.0,Volvi,Aventura ,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'tropical', 'urbano latino']"
2021-10-16,74.0,Todo de Ti,Rauw Alejandro,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
2021-10-16,75.0,Jugaste y Sufri,Eslabon Armado ,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']"
2021-10-16,76.0,Outside (100 MPH),Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2021-10-16,77.0,Same Boat,Zac Brown Band,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-10-16,78.0,Last One Standing,"Skylar Grey, Polo G, Mozzy ","['piano rock', 'viral pop']"
