date,rank,song_title,artist,genres
2016-06-04,1.0,One Dance,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-04,2.0,Panda,Desiigner,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']"
2016-06-04,3.0,Can't Stop The Feeling!,Justin Timberlake,"['dance pop', 'pop']"
2016-06-04,4.0,7 Years,Lukas Graham,"['danish pop', 'scandipop']"
2016-06-04,5.0,Work From Home,Fifth Harmony ,"['girl group', 'pop', 'talent show']"
2016-06-04,6.0,Don't Let Me Down,The Chainsmokers ,['pop']
2016-06-04,7.0,I Took A Pill In Ibiza,Mike Posner,"['dance pop', 'pop', 'pop dance', 'pop rap']"
2016-06-04,8.0,Work,Rihanna ,"['barbadian pop', 'pop', 'urban contemporary']"
2016-06-04,9.0,Pillowtalk,Zayn,"['pop', 'uk pop']"
2016-06-04,10.0,Needed Me,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']"
2016-06-04,11.0,Love Yourself,Justin Bieber,"['canadian pop', 'pop']"
2016-06-04,12.0,This Is What You Came For,Calvin Harris ,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
2016-06-04,13.0,Never Forget You,Zara Larsson ,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']"
2016-06-04,14.0,Dangerous Woman,Ariana Grande,['pop']
2016-06-04,15.0,Stressed Out,twenty one pilots,"['modern rock', 'pop', 'pov: indie', 'rock']"
2016-06-04,16.0,My House,Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
2016-06-04,17.0,Cake By The Ocean,DNCE,"['dance pop', 'pop']"
2016-06-04,18.0,"Me, Myself & I",G-Eazy ,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
2016-06-04,19.0,No,Meghan Trainor,"['hip pop', 'pop']"
2016-06-04,20.0,Low Life,Future ,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2016-06-04,21.0,H.O.L.Y.,Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
2016-06-04,22.0,Controlla,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-04,23.0,Pop Style,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-04,24.0,Close,Nick Jonas ,"['dance pop', 'pop']"
2016-06-04,25.0,Oui,Jeremih,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
2016-06-04,26.0,Just Like Fire,P!nk,"['dance pop', 'pop']"
2016-06-04,27.0,2 Phones,Kevin Gates,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2016-06-04,28.0,Let It Go,James Bay,"['neo mellow', 'pop', 'uk pop']"
2016-06-04,29.0,Sorry,Justin Bieber,"['canadian pop', 'pop']"
2016-06-04,30.0,Lost Boy,Ruth B,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']"
,,Don't Mind,Kent Jones,Need Manual Check
2016-06-04,32.0,My Boo,Ghost Town DJ's,['atlanta bass']
2016-06-04,33.0,Too Good,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-04,34.0,Cheap Thrills,Sia ,"['australian dance', 'australian pop', 'pop']"
2016-06-04,35.0,Hype,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-04,36.0,Ride,twenty one pilots,"['modern rock', 'pop', 'pov: indie', 'rock']"
2016-06-04,37.0,Exchange,Bryson Tiller,"['kentucky hip hop', 'r&b', 'rap']"
2016-06-04,38.0,Middle,DJ Snake ,"['edm', 'electronic trap', 'pop', 'pop dance']"
2016-06-04,39.0,Me Too,Meghan Trainor,"['hip pop', 'pop']"
2016-06-04,40.0,Sorry,Beyonce,"['pop', 'r&b']"
2016-06-04,41.0,Stitches,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2016-06-04,42.0,One Call Away,Charlie Puth,"['pop', 'viral pop']"
2016-06-04,43.0,Cut It,O.T. Genasis ,"['southern hip hop', 'trap']"
2016-06-04,44.0,Came Here To Forget,Blake Shelton,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']"
2016-06-04,45.0,Somewhere On A Beach,Dierks Bentley,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-06-04,46.0,Humble And Kind,Tim McGraw,"['contemporary country', 'country', 'country road']"
2016-06-04,47.0,Still Here,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-04,48.0,Roses,The Chainsmokers ,['pop']
2016-06-04,49.0,Don't,Bryson Tiller,"['kentucky hip hop', 'r&b', 'rap']"
2016-06-04,50.0,Grammys,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-04,51.0,All The Way Up,"Fat Joe, Remy Ma ","['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2016-06-04,52.0,T-Shirt,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-06-04,53.0,Wild Things,Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2016-06-04,54.0,Snapback,Old Dominion,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-06-04,55.0,Childs Play,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-04,56.0,"Huntin', Fishin' & Lovin' Every Day",Luke Bryan,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-06-04,57.0,Mind Reader,Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']"
2016-06-04,58.0,Never Be Like You,Flume ,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'indietronica']"
2016-06-04,59.0,With You,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-04,60.0,9,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-04,61.0,Feel No Ways,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2016-06-04,62.0,Wicked,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2016-06-04,63.0,Formation,Beyonce,"['pop', 'r&b']"
2016-06-04,64.0,My Church,Maren Morris,"['classic texas country', 'contemporary country']"
2016-06-04,65.0,Think Of You,Chris Young Duet With Cassadee Pope,"['contemporary country', 'country', 'country road']"
