date,rank,song_title,artist,genres
2016-03-26,1.0,Work,Rihanna ,"['barbadian pop', 'pop', 'urban contemporary']"
2016-03-26,2.0,Love Yourself,Justin Bieber,"['canadian pop', 'pop']"
2016-03-26,3.0,Stressed Out,twenty one pilots,"['modern rock', 'pop', 'pov: indie', 'rock']"
2016-03-26,4.0,My House,Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
2016-03-26,5.0,7 Years,Lukas Graham,"['danish pop', 'scandipop']"
2016-03-26,6.0,Pillowtalk,Zayn,"['pop', 'uk pop']"
2016-03-26,7.0,"Me, Myself & I",G-Eazy ,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
2016-03-26,8.0,Sorry,Justin Bieber,"['canadian pop', 'pop']"
2016-03-26,9.0,Cake By The Ocean,DNCE,"['dance pop', 'pop']"
2016-03-26,10.0,I Took A Pill In Ibiza,Mike Posner,"['dance pop', 'pop', 'pop dance', 'pop rap']"
2016-03-26,11.0,No,Meghan Trainor,"['hip pop', 'pop']"
2016-03-26,12.0,Hello,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']"
2016-03-26,13.0,Hands To Myself,Selena Gomez,"['pop', 'post-teen pop']"
2016-03-26,14.0,Roses,The Chainsmokers ,['pop']
2016-03-26,15.0,One Call Away,Charlie Puth,"['pop', 'viral pop']"
2016-03-26,16.0,Work From Home,Fifth Harmony ,"['girl group', 'pop', 'talent show']"
2016-03-26,17.0,Stitches,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2016-03-26,18.0,Down In The DM,Yo Gotti ,"['dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
2016-03-26,19.0,Don't,Bryson Tiller,"['kentucky hip hop', 'r&b', 'rap']"
2016-03-26,20.0,Piece By Piece,Kelly Clarkson,"['dance pop', 'pop', 'talent show']"
2016-03-26,21.0,2 Phones,Kevin Gates,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2016-03-26,22.0,Never Forget You,Zara Larsson ,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']"
