date,rank,song_title,artist,genres
2021-01-23,1.0,Drivers License,Olivia Rodrigo,['pop']
2021-01-23,2.0,Mood,24kGoldn ,"['cali rap', 'pop rap']"
2021-01-23,3.0,Positions,Ariana Grande,['pop']
2021-01-23,4.0,Blinding Lights,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2021-01-23,5.0,Go Crazy,Chris Brown ,"['r&b', 'rap']"
2021-01-23,6.0,Levitating,Dua Lipa ,"['dance pop', 'pop', 'uk pop']"
2021-01-23,7.0,Holy,Justin Bieber ,"['canadian pop', 'pop']"
2021-01-23,8.0,Bang!,AJR,['pov: indie']
2021-01-23,9.0,Wasted On You,Morgan Wallen,['contemporary country']
2021-01-23,10.0,Good Days,SZA,"['pop', 'r&b', 'rap']"
2021-01-23,11.0,34+35,Ariana Grande,['pop']
2021-01-23,12.0,Lonely,Justin Bieber ,"['canadian pop', 'pop']"
2021-01-23,13.0,Laugh Now Cry Later,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2021-01-23,14.0,I Hope,Gabby Barrett ,['contemporary country']
2021-01-23,15.0,For The Night,Pop Smoke ,"['brooklyn drill', 'rap']"
2021-01-23,16.0,More Than My Hometown,Morgan Wallen,['contemporary country']
2021-01-23,17.0,Therefore I Am,Billie Eilish,"['art pop', 'pop']"
2021-01-23,18.0,7 Summers,Morgan Wallen,['contemporary country']
2021-01-23,19.0,Lemonade,Internet Money ,"['pop rap', 'trap']"
2021-01-23,20.0,Body,Megan Thee Stallion,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']"
2021-01-23,21.0,Save Your Tears,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2021-01-23,22.0,Anyone,Justin Bieber,"['canadian pop', 'pop']"
2021-01-23,23.0,Dakiti,Bad Bunny ,"['reggaeton', 'trap latino', 'urbano latino']"
2021-01-23,24.0,Better Together,Luke Combs,"['contemporary country', 'country']"
2021-01-23,25.0,Whoopty,CJ,['nyc rap']
2021-01-23,26.0,Somebody's Problem,Morgan Wallen,['contemporary country']
2021-01-23,27.0,What You Know Bout Love,Pop Smoke,"['brooklyn drill', 'rap']"
