date,rank,song_title,artist,genres
2019-01-19,1,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone ,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2019-01-19,2,Without Me,Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
2019-01-19,3,"Thank U, Next",Ariana Grande,['pop']
2019-01-19,4,Sicko Mode,Travis Scott,"['hip hop', 'rap', 'slap house']"
2019-01-19,5,High Hopes,Panic! At The Disco,"['modern rock', 'pop']"
2019-01-19,6,Happier,Marshmello ,"['brostep', 'edm', 'pop', 'progressive electro house']"
2019-01-19,7,Girls Like You,Maroon 5 ,['pop']
2019-01-19,8,Drip Too Hard,Lil Baby ,"['atl hip hop', 'atl trap', 'rap', 'trap']"
2019-01-19,9,Eastside,"benny blanco, Halsey ",['pop']
2019-01-19,10,ZEZE,Kodak Black ,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2019-01-19,11,Wow.,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2019-01-19,12,Wake Up In The Sky,Gucci Mane ,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2019-01-19,13,Better Now,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2019-01-19,14,Mo Bamba,Sheck Wes,"['pop rap', 'rap', 'trap']"
2019-01-19,15,Breathin,Ariana Grande,['pop']
2019-01-19,16,Youngblood,5 Seconds Of Summer,"['boy band', 'pop']"
2019-01-19,17,Money,Cardi B,"['pop', 'rap']"
2019-01-19,18,Going Bad,Meek Mill ,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2019-01-19,19,Taki Taki,DJ Snake ,"['edm', 'electronic trap', 'pop', 'pop dance']"
2019-01-19,20,MIA,Bad Bunny ,"['reggaeton', 'trap latino', 'urbano latino']"
2019-01-19,21,Leave Me Alone,Flipp Dinero,"['melodic rap', 'trap']"
2019-01-19,22,Lucid Dreams,Juice WRLD,"['chicago rap', 'melodic rap', 'rap']"
2019-01-19,23,Shallow,Lady Gaga ,"['art pop', 'dance pop', 'pop']"
2019-01-19,24,Better,Khalid,"['pop', 'pop r&b']"
2019-01-19,25,Speechless,Dan + Shay,"['contemporary country', 'country', 'country road']"
2019-01-19,26,Trip,Ella Mai,"['r&b', 'rap', 'uk contemporary r&b']"
2019-01-19,27,Beautiful,Bazzi ,['pop']
2019-01-19,28,Love Lies,Khalid ,"['pop', 'pop r&b']"
2019-01-19,29,Natural,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2019-01-19,30,I Like It,"Cardi B, Bad Bunny ","['pop', 'rap']"
2019-01-19,31,Close To Me,Ellie Goulding ,"['indietronica', 'metropopolis', 'pop', 'uk pop']"
2019-01-19,32,She Got The Best Of Me ,Luke Combs,"['contemporary country', 'country']"
2019-01-19,33,A Lot,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
2019-01-19,34,You Say,Lauren Daigle,"['ccm', 'christian alternative rock', 'christian music']"
2019-01-19,35,Undecided,Chris Brown,"['r&b', 'rap']"
2019-01-19,36,Uproar,Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
2019-01-19,37,Sweet But Psycho,Ava Ma,['pop']
2019-01-19,38,Baby Shark,Pinkfong,"['cartoon', ""children's music"", 'dong-yo']"
2019-01-19,39,Best Shot,Jimmie Allen,"['black americana', 'contemporary country', 'country road', 'modern country rock']"
2019-01-19,40,Swervin,A Boogie Wit da Hoodie ,"['melodic rap', 'rap', 'trap']"
2019-01-19,41,Beautiful Crazy,Luke Combs,"['contemporary country', 'country']"
2019-01-19,42,Be Alright,Dean Lewis,"['australian pop', 'pop']"
2019-01-19,43,Nothing Breaks Like A Heart,Mark Ronson ,['pop soul']
2019-01-19,44,Good Girl,Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']"
2019-01-19,45,Sixteen,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']"
2019-01-19,46,Crushed Up,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2019-01-19,47,Burning Man,Dierks Bentley ,"['contemporary country', 'country', 'country road', 'modern country rock']"
2019-01-19,48,Backin' It Up,Pardison Fontaine ,['upstate ny rap']
2019-01-19,49,Look Back At It,A Boogie Wit da Hoodie,"['melodic rap', 'rap', 'trap']"
2019-01-19,50,Girl Like You,Jason Aldean,"['contemporary country', 'country', 'country road', 'modern country rock']"
2019-01-19,51,This Feeling,The Chainsmokers ,['pop']
2019-01-19,52,Consequences,Camila Cabello,"['dance pop', 'pop']"
2019-01-19,53,This Is It,Scotty McCreery,"['contemporary country', 'country', 'country road', 'modern country rock']"
2019-01-19,54,Armed And Dangerous,Juice WRLD,"['chicago rap', 'melodic rap', 'rap']"
2019-01-19,55,Arms Around You,,[]
2019-01-19,56,Calling My Spirit,Kodak Black,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2019-01-19,57,Talk To Me,Tory Lanez ,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']"
2019-01-19,58,You,Jacquees,"['atl hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'trap']"
2019-01-19,59,Startender,A Boogie Wit da Hoodie ,"['melodic rap', 'rap', 'trap']"
2019-01-19,60,Last Shot,Kip Moore,"['contemporary country', 'country', 'country road', 'modern country rock']"
2019-01-19,61,No Stylist,French Montana ,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2019-01-19,62,Electricity,Silk City ,"['edm', 'uk dance']"
2019-01-19,63,Envy Me,Calboy,"['chicago rap', 'melodic rap']"
2019-01-19,64,Ella Quiere Beber,Anuel AA ,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
2019-01-19,65,Lovely,Billie Eilish ,"['art pop', 'pop']"
2019-01-19,66,Pure Cocaine,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']"
2019-01-19,67,Millionaire,Chris Stapleton,"['contemporary country', 'outlaw country']"
