date,rank,song_title,artist,genres
2021-11-06,1.0,Easy On Me,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']"
2021-11-06,2.0,Stay,The Kid LAROI ,['australian hip hop']
2021-11-06,3.0,Industry Baby,Lil Nas ,['lgbtq+ hip hop']
2021-11-06,4.0,Fancy Like,Walker Hayes,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-11-06,5.0,Bad Habits,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2021-11-06,6.0,Way 2 Sexy,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2021-11-06,7.0,Shivers,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2021-11-06,8.0,Good 4 U,Olivia Rodrigo,['pop']
2021-11-06,9.0,Need To Know,Doja Cat,"['dance pop', 'pop']"
2021-11-06,10.0,Levitating,Dua Lipa,"['dance pop', 'pop', 'uk pop']"
2021-11-06,11.0,Essence,Wizkid ,"['afrobeats', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']"
2021-11-06,12.0,Kiss Me More,Doja Cat ,"['dance pop', 'pop']"
2021-11-06,13.0,Heat Waves,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2021-11-06,14.0,Beggin',Maneskin,"['indie rock italiano', 'italian pop']"
2021-11-06,15.0,Cold Heart (PNAU Remix),Elton John ,"['glam rock', 'mellow gold', 'piano rock', 'rock']"
2021-11-06,16.0,You Right,Doja Cat ,"['dance pop', 'pop']"
2021-11-06,17.0,Save Your Tears,The Weeknd ,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2021-11-06,18.0,If I Didn't Love You,Jason Aldean ,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-11-06,19.0,Traitor,Olivia Rodrigo,['pop']
2021-11-06,20.0,My Universe,Coldplay ,"['permanent wave', 'pop']"
2021-11-06,21.0,Who Want Smoke??,Nardo Wick ,"['florida drill', 'florida rap', 'southern hip hop']"
2021-11-06,22.0,Knife Talk,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2021-11-06,23.0,Meet Me At Our Spot,THE AN,['modern alternative pop']
2021-11-06,24.0,Montero (Call Me By Your Name),Lil Nas ,['lgbtq+ hip hop']
2021-11-06,25.0,Chasing After You,Ryan Hurd With Maren Morris,"['contemporary country', 'country pop', 'country road', 'modern country rock']"
2021-11-06,26.0,Girls Want Girls,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2021-11-06,27.0,Moth To A Flame,Swedish House Mafia ,"['edm', 'pop dance', 'progressive electro house']"
,,Let's Go Brandon,Bryson Gray ,Need Manual Check
2021-11-06,29.0,Thats What I Want,Lil Nas ,['lgbtq+ hip hop']
2021-11-06,30.0,Pepas,Farruko,"['reggaeton', 'trap latino', 'urbano latino']"
2021-11-06,31.0,Love Nwantiti (Ah Ah Ah),CKay,"['afro r&b', 'afrobeats']"
2021-11-06,32.0,Take My Breath,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2021-11-06,33.0,Happier Than Ever,Billie Eilish,"['art pop', 'pop']"
2021-11-06,34.0,Wockesha,Moneybagg Yo,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
2021-11-06,35.0,Better Days,NEIKED ,['scandipop']
2021-11-06,36.0,Buy Dirt,Jordan Davis ,['contemporary country']
2021-11-06,37.0,Ghost,Justin Bieber,"['canadian pop', 'pop']"
2021-11-06,38.0,Lets Go Brandon,Loza Ale,['maga rap']
2021-11-06,39.0,Cold As You,Luke Combs,"['contemporary country', 'country']"
2021-11-06,40.0,A-O-K,Tai Verdes,"['modern indie pop', 'singer-songwriter pop']"
2021-11-06,41.0,You Should Probably Leave,Chris Stapleton,"['contemporary country', 'outlaw country']"
,,Leave The Door Open,Silk Sonic (Bruno Mars ,Need Manual Check
2021-11-06,43.0,Thinking 'Bout You,Dustin Lynch ,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-11-06,44.0,Memory I Don't Mess With,Lee Brice,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-11-06,45.0,Bubbly,Young Thug With Drake ,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
2021-11-06,46.0,Wild Side,Normani ,"['pop', 'r&b']"
2021-11-06,47.0,Sharing Locations,Meek Mill ,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2021-11-06,48.0,Gyalis,Capella Grey,['pop rap']
2021-11-06,49.0,I Was On A Boat That Day,Old Dominion,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-11-06,50.0,Family Ties,Baby Keem ,"['hip hop', 'rap']"
2021-11-06,51.0,Have Mercy,Chloe,['contemporary r&b']
2021-11-06,52.0,Fair Trade,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2021-11-06,53.0,Same Boat,Zac Brown Band,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-11-06,54.0,My Boy,Elvie Shane,['modern country pop']
2021-11-06,55.0,Hurricane,Kanye West,"['chicago rap', 'hip hop', 'rap']"
2021-11-06,56.0,Chosen,Bl,"['pop rap', 'westcoast flow']"
2021-11-06,57.0,Baddest,"Yung Bleu, Chris Brown ","['alabama rap', 'trap']"
2021-11-06,58.0,Knowing You,Kenny Chesney,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-11-06,59.0,Memory,Kane Brown ,"['black americana', 'contemporary country', 'country', 'country road']"
2021-11-06,60.0,Cold Beer Calling My Name,Jameson Rodgers ,"['contemporary country', 'country pop', 'modern country pop', 'modern country rock']"
2021-11-06,61.0,Not In The Mood,"Lil Tjay, Fivio Foreign ","['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']"
2021-11-06,62.0,Pissed Me Off,Lil Durk,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']"
2021-11-06,63.0,Woman,Doja Cat,"['dance pop', 'pop']"
2021-11-06,64.0,Sand In My Boots,Morgan Wallen,['contemporary country']
2021-11-06,65.0,Til You Can't,Cody Johnson,"['classic texas country', 'contemporary country', 'modern country pop']"
2021-11-06,66.0,Love Again,Dua Lipa,"['dance pop', 'pop', 'uk pop']"
2021-11-06,67.0,Whiskey And Rain,Michael Ray,"['contemporary country', 'country road', 'modern country rock']"
2021-11-06,68.0,One Mississippi,Kane Brown,"['black americana', 'contemporary country', 'country', 'country road']"
2021-11-06,69.0,Switches & Dracs,Moneybagg Yo ,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
2021-11-06,70.0,Jugaste y Sufri,Eslabon Armado ,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']"
2021-11-06,71.0,Too Easy,Gunna ,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
2021-11-06,72.0,Esta Danada,Ivan Cornejo,['sad sierreno']
2021-11-06,73.0,Volvi,Aventura ,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'tropical', 'urbano latino']"
2021-11-06,74.0,Tequila Little Time,Jon Pardi,"['contemporary country', 'country', 'country road', 'modern country rock']"
2021-11-06,75.0,Whole Lotta Money,BIA ,"['rap latina', 'trap queen']"
2021-11-06,76.0,2055,Sleepy Hallow,"['brooklyn drill', 'nyc rap']"
2021-11-06,77.0,Maybach,42 Dugg ,"['detroit trap', 'southern hip hop', 'trap']"
2021-11-06,78.0,WFM,Realestk,[]
2021-11-06,79.0,Poke It Out,Wale ,"['pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']"
2021-11-06,80.0,Praise God,Kanye West,"['chicago rap', 'hip hop', 'rap']"
2021-11-06,81.0,Lo Siento BB:/,"Tainy, Bad Bunny ","['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino']"
2021-11-06,82.0,Freedom Was A Highway,Jimmie Allen ,"['black americana', 'contemporary country', 'country road', 'modern country rock']"
2021-11-06,83.0,For Tonight,Giveon,['r&b']
2021-11-06,84.0,Thot Shit,Megan Thee Stallion,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']"
2021-11-06,85.0,Like A Lady,Lady A,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']"
2021-11-06,86.0,Get Into It (Yuh),Doja Cat,"['dance pop', 'pop']"
2021-11-06,87.0,Scorpio,Moneybagg Yo,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
2021-11-06,88.0,Big Energy,Latto,['trap queen']
2021-11-06,89.0,Half Of My Hometown,Kelsea Ballerini ,"['contemporary country', 'country']"
2021-11-06,90.0,Money,Lisa,['k-pop']
2021-11-06,91.0,No Friends In The Industry,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
,,"Ya Superame (En Vivo Desde Culiacan, Sinaloa)",Grupo Firme,Need Manual Check
2021-11-06,93.0,Who's In Your Head,Jonas Brothers,"['boy band', 'pop']"
2021-11-06,94.0,In The Bible,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2021-11-06,95.0,Just About Over You,Priscilla Block,"['contemporary country', 'modern country pop']"
2021-11-06,96.0,To Be Loved By You,Parker McCollum,"['classic texas country', 'contemporary country', 'modern country pop', 'texas country']"
2021-11-06,97.0,Ain't Shit,Doja Cat,"['dance pop', 'pop']"
2021-11-06,98.0,Life Goes On,Oliver Tree,['alternative hip hop']
2021-11-06,99.0,Come Through,H.E.R. ,"['r&b', 'rap']"
2021-11-06,100.0,Nevada,YoungBoy Never Broke Again,"['baton rouge rap', 'rap']"
