date,rank,song_title,artist,genres
2017-03-18,1.0,Shape Of You,Ed Sheeran,['Pop']
2017-03-18,2.0,Bad And Boujee,Migos ,['Hip Hop']
2017-03-18,3.0,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,['Pop']
2017-03-18,4.0,That's What I Like,Bruno Mars,['Pop']
2017-03-18,5.0,Something Just Like This,The Chainsmokers ,['Pop']
2017-03-18,6.0,Love On The Brain,Rihanna,['Pop']
2017-03-18,7.0,Paris,The Chainsmokers,['Pop']
2017-03-18,8.0,Tunnel Vision,Kodak Black,['Hip Hop']
2017-03-18,9.0,Bounce Back,Big Sean,"['R&B', 'Hip Hop']"
2017-03-18,10.0,Closer,The Chainsmokers ,['Pop']
2017-03-18,11.0,I Feel It Coming,The Weeknd ,['Pop']
2017-03-18,12.0,Chained To The Rhythm,Katy Perry ,['Pop']
2017-03-18,13.0,Can't Stop The Feeling!,Justin Timberlake,['Pop']
2017-03-18,14.0,iSpy,KYLE ,
,,Bad Things,Machine Gun Kelly ,
2017-03-18,16.0,Fake Love,Drake,['Hip Hop']
2017-03-18,17.0,Mercy,Shawn Mendes,['Pop']
2017-03-18,18.0,24K Magic,Bruno Mars,['Pop']
2017-03-18,19.0,Scars To Your Beautiful,Alessia Cara,['Pop']
2017-03-18,20.0,Body Like A Back Road,Sam Hunt,['Country']
2017-03-18,21.0,Down,Marian Hill,
2017-03-18,22.0,It Ain't Me,Kygo ,"['Electronic/Dance', 'Pop']"
2017-03-18,23.0,Starboy,The Weeknd ,['Pop']
2017-03-18,24.0,Rockabye,Clean Bandit ,['Pop']
2017-03-18,25.0,Don't Wanna Know,Maroon 5 ,['Pop']
2017-03-18,26.0,Say You Won't Let Go,James Arthur,['Pop']
2017-03-18,27.0,Issues,Julia Michaels,['Pop']
2017-03-18,28.0,Stay,Zedd ,"['Electronic/Dance', 'Pop']"
2017-03-18,29.0,Black Beatles,Rae Sremmurd ,['Hip Hop']
2017-03-18,30.0,Million Reasons,Lady Gaga,['Pop']
2017-03-18,31.0,T-Shirt,Migos,['Hip Hop']
2017-03-18,32.0,Cold,Maroon 5 ,['Pop']
2017-03-18,33.0,All Time Low,Jon Bellion,
2017-03-18,34.0,Slide,Calvin Harris ,"['Electronic/Dance', 'Pop']"
2017-03-18,35.0,Congratulations,Post Malone ,"['Pop', 'Hip Hop']"
2017-03-18,36.0,Let Me Love You,DJ Snake ,"['Electronic/Dance', 'Pop']"
2017-03-18,37.0,Selfish,Future ,['Hip Hop']
2017-03-18,38.0,Caroline,Amine,['Hip Hop']
2017-03-18,39.0,Side To Side,Ariana Grande ,['Pop']
2017-03-18,40.0,Swang,Rae Sremmurd,['Hip Hop']
2017-03-18,41.0,Water Under The Bridge,Adele,['Pop']
2017-03-18,42.0,Better Man,Little Big Town,['Country']
2017-03-18,43.0,Heathens,twenty one pilots,"['Rock', 'Pop']"
2017-03-18,44.0,Dirt On My Boots,Jon Pardi,['Country']
2017-03-18,45.0,Treat You Better,Shawn Mendes,['Pop']
2017-03-18,46.0,Mask Off,Future,['Hip Hop']
2017-03-18,47.0,Party,Chris Brown ,"['R&B', 'Hip Hop']"
2017-03-18,48.0,Comin Out Strong,Future ,['Hip Hop']
2017-03-18,49.0,Both,Gucci Mane ,['Hip Hop']
2017-03-18,50.0,I Got You,Bebe Re,['Pop']
2017-03-18,51.0,Location,Khalid,['Pop']
2017-03-18,52.0,Despacito,Luis Fonsi ,
,,How Far I'll Go,Auli'i Cravalho,
2017-03-18,54.0,Deja Vu,J. Cole,['Hip Hop']
2017-03-18,55.0,Think A Little Less,Michael Ray,
2017-03-18,56.0,Make Me (Cry),Noah Cyrus ,['Pop']
2017-03-18,57.0,Goosebumps,Travis Scott,['Hip Hop']
2017-03-18,58.0,Everyday,Ariana Grande ,['Pop']
2017-03-18,59.0,Believer,Imagine Dragons,"['Rock', 'Pop']"
2017-03-18,60.0,Rolex,Ayo ,
2017-03-18,61.0,Shining,DJ Khaled ,['Hip Hop']
2017-03-18,62.0,Play That Song,Train,['Pop']
2017-03-18,63.0,Sober Saturday Night,Chris Young ,['Country']
2017-03-18,64.0,Draco,Future,['Hip Hop']
