date,rank,song_title,artist,genres,simplified_genre
2018-11-10,35.0,Back To You,Selena Gomez,"['pop', 'post-teen pop']",Pop
2018-11-10,36.0,Uproar,Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Hip Hop
2018-11-10,37.0,She Got The Best Of Me ,Luke Combs,"['contemporary country', 'country']",Country
2018-11-10,38.0,I Like Me Better,Lauv,['pop'],Pop
2018-11-10,39.0,I'm A Mess,Bebe Re,"['dance pop', 'pop']",Pop
2018-11-10,40.0,Ring,Cardi B ,"['pop', 'rap']",Pop
2018-11-10,41.0,Boo'd Up,Ella Mai,"['r&b', 'rap', 'uk contemporary r&b']",R&B
2018-11-10,42.0,Sad!,,[],기타
2018-11-10,43.0,Delicate,Taylor Swift,['pop'],Pop
2018-11-10,44.0,Psycho,Post Malone ,"['dfw rap', 'melodic rap', 'pop', 'rap']",Hip Hop
2018-11-10,45.0,Tequila,Dan + Shay,"['contemporary country', 'country', 'country road']",Country
2018-11-10,46.0,The Middle,"Zedd, Maren Morris ","['complextro', 'edm', 'german techno', 'pop', 'pop dance']",Electronic/Dance
2018-11-10,47.0,I Love It,Kanye West ,"['chicago rap', 'hip hop', 'rap']",Hip Hop
2018-11-10,48.0,Lost In Japan,Shawn Mendes ,"['canadian pop', 'pop', 'viral pop']",Pop
2018-11-10,49.0,Fine China,Future ,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",Hip Hop
2018-11-10,50.0,Speechless,Dan + Shay,"['contemporary country', 'country', 'country road']",Country
2018-11-10,51.0,Close Friends,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",Hip Hop
2018-11-10,52.0,Lie,NF,"['hip hop', 'pop rap']",Hip Hop
2018-11-10,53.0,Best Shot,Jimmie Allen,"['black americana', 'contemporary country', 'country road', 'modern country rock']",Country
2018-11-10,54.0,Last Memory,TakeOff,"['atl hip hop', 'rap', 'trap']",Hip Hop
2018-11-10,55.0,Leave Me Alone,Flipp Dinero,"['melodic rap', 'trap']",Hip Hop
2018-11-10,56.0,Better,Khalid,"['pop', 'pop r&b']",Pop
2018-11-10,57.0,Smile (Living My Best Life),Lil' Duval ,"['florida rap', 'hip hop']",Hip Hop
2018-11-10,58.0,When The Party's Over,Billie Eilish,"['art pop', 'pop']",Pop
2018-11-10,59.0,Lose It,Kane Brown,"['black americana', 'contemporary country', 'country', 'country road']",Country
2018-11-10,60.0,Never Recover,Lil Baby ,"['atl hip hop', 'atl trap', 'rap', 'trap']",Hip Hop
2018-11-10,61.0,Drunk Me,Mitchell Tenpenny,"['contemporary country', 'country road', 'heartland rock', 'modern country rock']",Country
2018-11-10,63.0,Hangin' On,Chris Young,"['contemporary country', 'country', 'country road']",Country
2018-11-10,64.0,Dangerous,Meek Mill ,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Hip Hop
2018-11-10,65.0,STOOPID,6i,['emo rap'],Hip Hop
2018-11-10,66.0,Drew Barrymore,Bryce Vine,['indie pop rap'],Pop
2018-11-10,67.0,You Say,Lauren Daigle,"['ccm', 'christian alternative rock', 'christian music']",Rock
2018-11-10,68.0,W O R K I N  M E,Quavo,"['atl hip hop', 'melodic rap', 'rap', 'trap']",Hip Hop
2018-11-10,69.0,Jackie Chan,Tiesto ,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",Electronic/Dance
2018-11-10,70.0,Mona Lisa,Lil Wayne ,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Hip Hop
2018-11-10,71.0,Blue Tacoma,Russell Dickerson,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
2018-11-10,72.0,I'll Never Love Again,Lady Gaga,"['art pop', 'dance pop', 'pop']",Pop
2018-11-10,73.0,No Stylist,French Montana ,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Hip Hop
2018-11-10,74.0,Always Remember Us This Way,Lady Gaga,"['art pop', 'dance pop', 'pop']",Pop
2018-11-10,75.0,Falling Down,Lil Peep ,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",Hip Hop
2018-11-10,76.0,Talk To Me,Tory Lanez ,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",Hip Hop
2018-11-10,77.0,Rich,Maren Morris,"['classic texas country', 'contemporary country']",Country
2018-11-10,78.0,No Brainer,DJ Khaled ,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",Hip Hop
2018-11-10,79.0,Drunk Girl,Chris Janson,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
2018-11-10,80.0,Topanga,Trippie Redd,"['melodic rap', 'rap', 'trap']",Hip Hop
2018-11-10,81.0,Backin' It Up,Pardison Fontaine ,['upstate ny rap'],Hip Hop
2018-11-10,82.0,Noticed,Lil Mosey,"['melodic rap', 'rap conscient']",Hip Hop
2018-11-10,83.0,Dip,Tyga ,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Hip Hop
2018-11-10,84.0,Best Part,Daniel Caesar ,['canadian contemporary r&b'],R&B
2018-11-10,85.0,Lucky You,Eminem ,"['detroit hip hop', 'hip hop', 'rap']",Hip Hop
2018-11-10,86.0,Promises,Calvin Harris ,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Pop
2018-11-10,87.0,Hotel Key,Old Dominion,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
2018-11-10,88.0,Killshot,Eminem,"['detroit hip hop', 'hip hop', 'rap']",Hip Hop
2018-11-10,89.0,Waste It On Me,Steve Aoki ,"['edm', 'electro house', 'pop dance']",Electronic/Dance
2018-11-10,90.0,A Million Dreams,P!nk,"['dance pop', 'pop']",Pop
2018-11-10,91.0,Burning Man,Dierks Bentley ,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
2018-11-10,92.0,Venom,Eminem,"['detroit hip hop', 'hip hop', 'rap']",Hip Hop
2018-11-10,93.0,New Patek,Lil Uzi Vert,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",Hip Hop
2018-11-10,94.0,Be Alright,Dean Lewis,"['australian pop', 'pop']",Pop
2018-11-10,95.0,Break Up In The End,Cole Swindell,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
2018-11-10,96.0,Desperate Man,Eric Church,"['contemporary country', 'country', 'country road']",Country
2018-11-10,97.0,Kamikaze,Lil Mosey,"['melodic rap', 'rap conscient']",Hip Hop
2018-11-10,98.0,This Feeling,The Chainsmokers ,['pop'],Pop
2018-11-10,99.0,Electricity,Silk City ,"['edm', 'uk dance']",Electronic/Dance
2018-11-10,100.0,Drowns The Whiskey,Jason Aldean ,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
