date,rank,song_title,artist,genres,simplified_genre
2018-11-10,1.0,Girls Like You,Maroon 5 ,['pop'],Pop
2018-11-10,2.0,Sicko Mode,Travis Scott,"['hip hop', 'rap', 'slap house']",Hip Hop
2018-11-10,3.0,Happier,Marshmello ,"['brostep', 'edm', 'pop', 'progressive electro house']",Electronic/Dance
2018-11-10,4.0,Lucid Dreams,Juice WRLD,"['chicago rap', 'melodic rap', 'rap']",Hip Hop
2018-11-10,5.0,Better Now,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']",Hip Hop
2018-11-10,6.0,ZEZE,Kodak Black ,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",Hip Hop
2018-11-10,7.0,Youngblood,5 Seconds Of Summer,"['boy band', 'pop']",Pop
2018-11-10,8.0,Drip Too Hard,Lil Baby ,"['atl hip hop', 'atl trap', 'rap', 'trap']",Hip Hop
2018-11-10,9.0,Without Me,Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Pop
2018-11-10,10.0,Mo Bamba,Sheck Wes,"['pop rap', 'rap', 'trap']",Pop
2018-11-10,11.0,High Hopes,Panic! At The Disco,"['modern rock', 'pop']",Rock
2018-11-10,12.0,Love Lies,Khalid ,"['pop', 'pop r&b']",Pop
2018-11-10,13.0,Money,Cardi B,"['pop', 'rap']",Pop
2018-11-10,14.0,Natural,Imagine Dragons,"['modern rock', 'pop', 'rock']",Rock
2018-11-10,15.0,MIA,Bad Bunny ,"['reggaeton', 'trap latino', 'urbano latino']",Reggae
2018-11-10,16.0,Taki Taki,DJ Snake ,"['edm', 'electronic trap', 'pop', 'pop dance']",Electronic/Dance
2018-11-10,17.0,Trip,Ella Mai,"['r&b', 'rap', 'uk contemporary r&b']",R&B
2018-11-10,18.0,Eastside,"benny blanco, Halsey ",['pop'],Pop
2018-11-10,19.0,I Like It,"Cardi B, Bad Bunny ","['pop', 'rap']",Pop
2018-11-10,20.0,God Is A Woman,Ariana Grande,['pop'],Pop
2018-11-10,21.0,Shallow,Lady Gaga ,"['art pop', 'dance pop', 'pop']",Pop
2018-11-10,22.0,Taste,Tyga ,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Hip Hop
2018-11-10,23.0,In My Feelings,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Hip Hop
2018-11-10,24.0,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone ,"['dfw rap', 'melodic rap', 'pop', 'rap']",Hip Hop
2018-11-10,25.0,Nonstop,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Hip Hop
2018-11-10,26.0,Wake Up In The Sky,Gucci Mane ,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Hip Hop
2018-11-10,27.0,FEFE,6i,['emo rap'],Hip Hop
2018-11-10,28.0,Arms Around You,,[],기타
2018-11-10,29.0,Broken,lovelytheband,"['modern alternative rock', 'modern rock', 'pov: indie']",Rock
2018-11-10,30.0,Yes Indeed,Lil Baby ,"['atl hip hop', 'atl trap', 'rap', 'trap']",Hip Hop
2018-11-10,31.0,Thriller,Michael Jackson,"['r&b', 'soul']",R&B
2018-11-10,32.0,Breathin,Ariana Grande,['pop'],Pop
2018-11-10,33.0,Beautiful,Bazzi ,['pop'],Pop
2018-11-10,34.0,Big Bank,YG ,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Hip Hop
