date,rank,song_title,artist,genres,simplified_genre
2020-01-04,1.0,All I Want For Christmas Is You,Mariah Carey,"['dance pop', 'pop', 'urban contemporary']",Pop
2020-01-04,2.0,Rockin' Around The Christmas Tree,Brenda Lee,"['adult standards', 'lounge', 'rockabilly']",Rock
2020-01-04,3.0,Jingle Bell Rock,Bobby Helms,[],기타
2020-01-04,4.0,A Holly Jolly Christmas,Burl Ives,['american folk revival'],기타
2020-01-04,5.0,Circles,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']",Hip Hop
2020-01-04,6.0,Roxanne,Arizona Zervas,"['indie pop rap', 'pop rap', 'rhode island rap']",Pop
2020-01-04,7.0,It's The Most Wonderful Time Of The Year,Andy Williams,"['adult standards', 'easy listening']",기타
2020-01-04,8.0,Someone You Loved,Lewis Capaldi,"['pop', 'uk pop']",Pop
2020-01-04,9.0,Memories,Maroon 5,['pop'],Pop
2020-01-04,10.0,Good As Hell,Lizzo,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",Hip Hop
2020-01-04,11.0,Last Christmas,Wham!,"['new romantic', 'new wave pop', 'soft rock']",Pop
2020-01-04,12.0,Feliz Navidad,Jose Feliciano,"['latin pop', 'puerto rican pop']",Pop
2020-01-04,13.0,The Box,Roddy Ricch,"['melodic rap', 'rap', 'trap']",Hip Hop
2020-01-04,14.0,Dance Monkey,Tones And I,['australian pop'],Pop
2020-01-04,15.0,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",Jazz
2020-01-04,16.0,The Christmas Song (Merry Christmas To You),Nat King Cole,"['adult standards', 'lounge', 'soul', 'swing', 'vocal jazz']",Jazz
2020-01-04,17.0,"10,000 Hours",Dan + Shay ,"['contemporary country', 'country', 'country road']",Country
2020-01-04,18.0,Lose You To Love Me,Selena Gomez,"['pop', 'post-teen pop']",Pop
2020-01-04,19.0,Ballin',Mustard ,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Hip Hop
2020-01-04,20.0,BOP,DaBaby,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",Hip Hop
2020-01-04,21.0,Sleigh Ride,The Ronettes,"['brill building pop', 'classic girl group', 'motown', 'rock-and-roll']",Pop
2020-01-04,22.0,Rudolph The Red-Nosed Reindeer,Gene Autry,"['classic oklahoma country', 'cowboy western', 'traditional country', 'western swing', 'yodeling']",Country
2020-01-04,23.0,Bad Guy,Billie Eilish,"['art pop', 'pop']",Pop
2020-01-04,24.0,Happy Holiday / The Holiday Season,Andy Williams,"['adult standards', 'easy listening']",기타
2020-01-04,25.0,No Guidance,Chris Brown ,"['r&b', 'rap']",R&B
2020-01-04,26.0,Senorita,Shawn Mendes ,"['canadian pop', 'pop', 'viral pop']",Pop
2020-01-04,27.0,Bandit,Juice WRLD ,"['chicago rap', 'melodic rap', 'rap']",Hip Hop
2020-01-04,29.0,Christmas (Baby Please Come Home),Darlene Love,[],기타
2020-01-04,30.0,Panini,Lil Nas ,['lgbtq+ hip hop'],Hip Hop
2020-01-04,31.0,Underneath The Tree,Kelly Clarkson,"['dance pop', 'pop', 'talent show']",Pop
2020-01-04,32.0,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,"['classic oklahoma country', 'cowboy western', 'traditional country', 'western swing', 'yodeling']",Country
2020-01-04,33.0,Hot,Young Thug ,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",Hip Hop
2020-01-04,34.0,Old Town Road,Lil Nas ,['lgbtq+ hip hop'],Hip Hop
2020-01-04,35.0,Truth Hurts,Lizzo,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",Hip Hop
2020-01-04,36.0,Run Rudolph Run,Chuck Berry,"['blues', 'blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",Rock
2020-01-04,38.0,HIGHEST IN THE ROOM,Travis Scott,"['hip hop', 'rap', 'slap house']",Hip Hop
2020-01-04,39.0,Heartless,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",R&B
2020-01-04,40.0,Blue Christmas,Elvis Presley,"['rock-and-roll', 'rockabilly']",Rock
2020-01-04,41.0,Everything I Wanted,Billie Eilish,"['art pop', 'pop']",Pop
2020-01-04,42.0,White Christmas,Bing Crosby,"['adult standards', 'easy listening', 'lounge']",기타
2020-01-04,43.0,Jingle Bells,Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",기타
2020-01-04,44.0,Like It's Christmas,Jonas Brothers,"['boy band', 'pop']",Pop
