date,rank,song_title,artist,genres,simplified_genre
2020-01-04,45.0,Baby It's Cold Outside,Dean Martin,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",Jazz
2020-01-04,46.0,Trampoline,SHAED,['electropop'],Pop
2020-01-04,47.0,Woah,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",Hip Hop
2020-01-04,48.0,Futsal Shuffle 2020,Lil Uzi Vert,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",Hip Hop
2020-01-04,49.0,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,['movie tunes'],기타
2020-01-04,50.0,Ran$om,Lil Tecca,"['melodic rap', 'pluggnb', 'rap']",Hip Hop
2020-01-04,51.0,Falling,Trevor Daniel,['melodic rap'],Hip Hop
2020-01-04,52.0,Don't Start Now,Dua Lipa,"['dance pop', 'pop', 'uk pop']",Pop
2020-01-04,53.0,Adore You,Harry Styles,['pop'],Pop
2020-01-04,54.0,One Man Band,Old Dominion,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
2020-01-04,55.0,Hot Girl Bummer,blackbear,['pop'],Pop
2020-01-04,56.0,Suicidal,YNW Melly ,"['melodic rap', 'rap']",Hip Hop
2020-01-04,57.0,Lover,Taylor Swift,['pop'],Pop
2020-01-04,58.0,On Chill,Wale ,"['pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",Pop
2020-01-04,59.0,Even Though I'm Leaving,Luke Combs,"['contemporary country', 'country']",Country
2020-01-04,60.0,No Idea,Don Toliver,"['pop rap', 'rap', 'trap']",Pop
2020-01-04,61.0,Graveyard,Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Pop
2020-01-04,62.0,My Oh My,Camila Cabello ,"['dance pop', 'pop']",Pop
2020-01-04,63.0,Juicy,Doja Cat ,"['dance pop', 'pop']",Pop
2020-01-04,64.0,The Bones,Maren Morris,"['classic texas country', 'contemporary country']",Country
2020-01-04,65.0,Playing Games,Summer Walker,"['r&b', 'rap']",R&B
2020-01-04,66.0,Heat,Chris Brown ,"['r&b', 'rap']",R&B
2020-01-04,67.0,Into The Unknown,Idina Menzel ,"['hollywood', 'movie tunes', 'show tunes']",기타
2020-01-04,68.0,VIBEZ,DaBaby,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",Hip Hop
2020-01-04,69.0,Happy Xmas (War Is Over),John Legend,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",Pop
2020-01-04,70.0,Heart On Ice,Rod Wave,['florida rap'],Hip Hop
2020-01-04,71.0,What If I Never Get Over You,Lady Antebellum,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",Country
2020-01-04,72.0,Blinding Lights,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",R&B
2020-01-04,73.0,Ridin' Roads,Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
2020-01-04,74.0,Camelot,NLE Choppa,"['memphis hip hop', 'rap']",Hip Hop
2020-01-04,75.0,Heartache Medication,Jon Pardi,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
2020-01-04,76.0,Start Wit Me,Roddy Ricch ,"['melodic rap', 'rap', 'trap']",Hip Hop
2020-01-04,77.0,Take What You Want,Post Malone ,"['dfw rap', 'melodic rap', 'pop', 'rap']",Hip Hop
2020-01-04,79.0,Hate Me,Ellie Goulding ,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Pop
2020-01-04,80.0,Kinfolks,Sam Hunt,"['contemporary country', 'country', 'country pop', 'modern country rock']",Country
2020-01-04,81.0,Let Me Know (I Wonder Why Freestyle),Juice WRLD,"['chicago rap', 'melodic rap', 'rap']",Hip Hop
2020-01-04,82.0,Remember You Young,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
2020-01-04,83.0,Death,Trippie Redd ,"['melodic rap', 'rap', 'trap']",Hip Hop
2020-01-04,84.0,223's,YNW Melly ,"['melodic rap', 'rap']",Hip Hop
2020-01-04,85.0,Slide,H.E.R. ,"['r&b', 'rap']",R&B
2020-01-04,86.0,RITMO (Bad Boys For Life),Black Eyed Peas ,"['dance pop', 'pop', 'pop rap']",Pop
2020-01-04,87.0,Watermelon Sugar,Harry Styles,['pop'],Pop
2020-01-04,88.0,Homesick,Kane Brown,"['black americana', 'contemporary country', 'country', 'country road']",Country
2020-01-04,89.0,Slow Dancing In The Dark,Joji,['viral pop'],Pop
2020-01-04,90.0,Easy,DaniLeigh ,"['pop r&b', 'r&b', 'rap latina']",Pop
2020-01-04,91.0,Vete,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",Reggae
2020-01-04,92.0,Baby Sitter,DaBaby ,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",Hip Hop
2020-01-04,93.0,Nice To Meet Ya,Niall Horan,['pop'],Pop
2020-01-04,94.0,Yellow Hearts,Ant Saunders,['chill r&b'],R&B
2020-01-04,95.0,Tip Toe,Roddy Ricch ,"['melodic rap', 'rap', 'trap']",Hip Hop
2020-01-04,96.0,Candy,Doja Cat,"['dance pop', 'pop']",Pop
2020-01-04,97.0,BEST ON EARTH,Russ ,"['hawaiian hip hop', 'pop rap']",Hip Hop
2020-01-04,98.0,Tusa,Karol G ,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Reggae
2020-01-04,99.0,Enemies,Post Malone ,"['dfw rap', 'melodic rap', 'pop', 'rap']",Hip Hop
2020-01-04,100.0,South Of The Border,Ed Sheeran ,[],기타
