date,rank,song_title,artist,genres,simplified_genre
2021-01-30,64.0,Beers And Sunshine,Darius Rucker,"['black americana', 'contemporary country', 'country', 'country road', 'modern country rock']",Country
2021-01-30,65.0,Forever After All,Luke Combs,"['contemporary country', 'country']",Country
2021-01-30,66.0,Still Goin Down,Morgan Wallen,['contemporary country'],Country
2021-01-30,67.0,Monster,Shawn Mendes ,"['canadian pop', 'pop', 'viral pop']",Pop
2021-01-30,68.0,"Big, Big Plans",Chris Lane,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
2021-01-30,69.0,Tyler Herro,Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",Hip Hop
2021-01-30,70.0,Down To One,Luke Bryan,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
2021-01-30,71.0,Cover Me Up,Morgan Wallen,['contemporary country'],Country
2021-01-30,72.0,Warning,Morgan Wallen,['contemporary country'],Country
2021-01-30,73.0,Just The Way,Parmalee ,"['contemporary country', 'country road', 'modern country rock', 'modern uplift']",Country
2021-01-30,74.0,865,Morgan Wallen,['contemporary country'],Country
2021-01-30,75.0,Mr. Right Now,21 Savage ,"['atl hip hop', 'hip hop', 'rap']",Hip Hop
2021-01-30,76.0,Undivided,Tim McGraw ,"['contemporary country', 'country', 'country road']",Country
2021-01-30,77.0,Monsters,All Time Low ,"['modern rock', 'neon pop punk', 'pop emo', 'pop punk']",Rock
2021-01-30,78.0,Take You Dancing,Jason Derulo,"['dance pop', 'pop']",Pop
2021-01-30,79.0,Prisoner,Miley Cyrus ,['pop'],Pop
2021-01-30,80.0,Long Live,Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",Country
2021-01-30,81.0,The Good Ones,Gabby Barrett,['contemporary country'],Country
2021-01-30,82.0,Golden,Harry Styles,['pop'],Pop
2021-01-30,83.0,Buss It,Erica Banks,['trap queen'],Hip Hop
2021-01-30,84.0,Beat Box,SpotemGottem ,"['florida drill', 'florida rap']",Hip Hop
2021-01-30,85.0,Goosebumps,Travis Scott ,"['hip hop', 'rap', 'slap house']",Hip Hop
2021-01-30,86.0,Hit Different,SZA ,"['pop', 'r&b', 'rap']",Pop
2021-01-30,87.0,So Done,The Kid LAROI,['australian hip hop'],Hip Hop
2021-01-30,88.0,Bichota,Karol G,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Reggae
2021-01-30,89.0,Moonwalking In Calabasas,DDG,"['pop rap', 'trap']",Pop
2021-01-30,90.0,Adderall (Corvette Corvette),Popp Hunna,"['philly rap', 'viral rap']",Hip Hop
2021-01-30,91.0,Girl Like Me,Black Eyed Peas ,"['dance pop', 'pop', 'pop rap']",Pop
2021-01-30,92.0,De Una Vez,Selena Gomez,"['pop', 'post-teen pop']",Pop
2021-01-30,93.0,Momma's House,Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
2021-01-30,94.0,Better Days,Ant Clemons ,[],기타
2021-01-30,95.0,Lady,Brett Young,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
2021-01-30,96.0,Drankin N Smokin,Future ,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",Hip Hop
2021-01-30,97.0,Somebody Like That,Tenille Arts,"['canadian contemporary country', 'contemporary country', 'country pop']",Country
2021-01-30,99.0,Hell Of A View,Eric Church,"['contemporary country', 'country', 'country road']",Country
2021-01-30,100.0,Dangerous,Morgan Wallen,['contemporary country'],Country
