date,rank,song_title,artist,genres,simplified_genre
2021-01-30,1.0,Drivers License,Olivia Rodrigo,['pop'],Pop
2021-01-30,2.0,34+35,Ariana Grande,['pop'],Pop
2021-01-30,3.0,Mood,24kGoldn ,"['cali rap', 'pop rap']",Hip Hop
2021-01-30,4.0,Blinding Lights,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",R&B
2021-01-30,5.0,Positions,Ariana Grande,['pop'],Pop
2021-01-30,6.0,Levitating,Dua Lipa ,"['dance pop', 'pop', 'uk pop']",Pop
2021-01-30,7.0,Go Crazy,Chris Brown ,"['r&b', 'rap']",R&B
2021-01-30,8.0,Holy,Justin Bieber ,"['canadian pop', 'pop']",Pop
2021-01-30,9.0,Bang!,AJR,['pov: indie'],기타
2021-01-30,10.0,Good Days,SZA,"['pop', 'r&b', 'rap']",Pop
2021-01-30,11.0,For The Night,Pop Smoke ,"['brooklyn drill', 'rap']",Hip Hop
2021-01-30,12.0,I Hope,Gabby Barrett ,['contemporary country'],Country
2021-01-30,13.0,Therefore I Am,Billie Eilish,"['art pop', 'pop']",Pop
2021-01-30,14.0,Lonely,Justin Bieber ,"['canadian pop', 'pop']",Pop
2021-01-30,15.0,Better Together,Luke Combs,"['contemporary country', 'country']",Country
2021-01-30,16.0,Body,Megan Thee Stallion,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",Hip Hop
2021-01-30,17.0,Laugh Now Cry Later,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Hip Hop
2021-01-30,18.0,Dakiti,Bad Bunny ,"['reggaeton', 'trap latino', 'urbano latino']",Reggae
2021-01-30,19.0,Whoopty,CJ,['nyc rap'],Hip Hop
2021-01-30,20.0,Save Your Tears,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",R&B
2021-01-30,21.0,Lemonade,Internet Money ,"['pop rap', 'trap']",Pop
2021-01-30,22.0,Bad Boy,Juice WRLD ,"['chicago rap', 'melodic rap', 'rap']",Hip Hop
2021-01-30,23.0,What You Know Bout Love,Pop Smoke,"['brooklyn drill', 'rap']",Hip Hop
2021-01-30,24.0,Wasted On You,Morgan Wallen,['contemporary country'],Country
2021-01-30,25.0,7 Summers,Morgan Wallen,['contemporary country'],Country
2021-01-30,26.0,Anyone,Justin Bieber,"['canadian pop', 'pop']",Pop
2021-01-30,27.0,More Than My Hometown,Morgan Wallen,['contemporary country'],Country
2021-01-30,28.0,Willow,Taylor Swift,['pop'],Pop
2021-01-30,29.0,Kings & Queens,Ava Ma,['pop'],Pop
2021-01-30,30.0,Before You Go,Lewis Capaldi,"['pop', 'uk pop']",Pop
2021-01-30,31.0,You Broke Me First.,Tate McRae,['pop'],Pop
2021-01-30,32.0,You're Mines Still,Yung Bleu ,"['alabama rap', 'trap']",Hip Hop
2021-01-30,33.0,On Me,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",Hip Hop
2021-01-30,35.0,Starting Over,Chris Stapleton,"['contemporary country', 'outlaw country']",Country
2021-01-30,36.0,Somebody's Problem,Morgan Wallen,['contemporary country'],Country
2021-01-30,37.0,Rockstar,DaBaby ,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",Hip Hop
2021-01-30,38.0,I Should Probably Go To Bed,Dan + Shay,"['contemporary country', 'country', 'country road']",Country
2021-01-30,39.0,Streets,Doja Cat,"['dance pop', 'pop']",Pop
2021-01-30,40.0,Sand In My Boots,Morgan Wallen,['contemporary country'],Country
2021-01-30,41.0,Afterglow,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",Pop
2021-01-30,42.0,Good Time,Niko Moon,[],기타
2021-01-30,43.0,Whats Poppin,Jack Harlow ,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",Hip Hop
2021-01-30,44.0,Hole In The Bottle,Kelsea Ballerini,"['contemporary country', 'country']",Country
2021-01-30,45.0,Dynamite,BTS,"['k-pop', 'k-pop boy group', 'pop']",Pop
2021-01-30,46.0,Back In Blood,Pooh Shiesty ,"['memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']",Hip Hop
2021-01-30,47.0,Diamonds,Sam Smith,"['pop', 'uk pop']",Pop
2021-01-30,48.0,Savage Love (Laxed - Siren Beat),Jawsh 685 ,['nz pop'],Pop
2021-01-30,49.0,Best Friend,Saweetie ,"['cali rap', 'trap queen']",Hip Hop
2021-01-30,50.0,WAP,Cardi B ,"['pop', 'rap']",Pop
2021-01-30,51.0,Cry Baby,Megan Thee Stallion ,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",Hip Hop
2021-01-30,52.0,Without You,The Kid LAROI,['australian hip hop'],Hip Hop
2021-01-30,53.0,Damage,H.E.R.,"['r&b', 'rap']",R&B
2021-01-30,54.0,Throat Baby (Go Baby),BRS Kash,['viral rap'],Hip Hop
2021-01-30,55.0,Masterpiece,DaBaby,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",Hip Hop
2021-01-30,56.0,Love You Like I Used To,Russell Dickerson,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
2021-01-30,57.0,Happy Does,Kenny Chesney,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
2021-01-30,58.0,Back To The Streets,Saweetie ,"['cali rap', 'trap queen']",Hip Hop
2021-01-30,59.0,Holiday,Lil Nas ,['lgbtq+ hip hop'],Hip Hop
2021-01-30,60.0,What's Your Country Song,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']",Country
2021-01-30,61.0,Put Your Records On,Ritt Momney,['bedroom pop'],Pop
2021-01-30,62.0,Champagne Night,Lady A,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",Country
2021-01-30,63.0,Still Trappin',Lil Durk ,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",Hip Hop
