date,rank,song_title,artist,genres
2019-06-01,1.0,Old Town Road,Lil Nas ,
2019-06-01,2.0,I Don't Care,Ed Sheeran ,
2019-06-01,3.0,Bad Guy,Billie Eilish,['Pop']
2019-06-01,4.0,Sucker,Jonas Brothers,['Pop']
2019-06-01,5.0,Talk,Khalid,['Pop']
2019-06-01,6.0,Wow.,Post Malone,"['Pop', 'Hip Hop']"
2019-06-01,7.0,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone ,"['Pop', 'Hip Hop']"
2019-06-01,8.0,Dancing With A Stranger,Sam Smith ,['Pop']
2019-06-01,9.0,ME!,Taylor Swift ,['Pop']
2019-06-01,10.0,Sweet But Psycho,Ava Ma,['Pop']
2019-06-01,11.0,Without Me,Halsey,['Pop']
2019-06-01,12.0,7 Rings,Ariana Grande,['Pop']
2019-06-01,13.0,EARFQUAKE,"Tyler, The Creator",['Hip Hop']
2019-06-01,14.0,Suge,DaBaby,['Hip Hop']
2019-06-01,15.0,Nightmare,Halsey,['Pop']
2019-06-01,16.0,If I Can't Have You,Shawn Mendes,['Pop']
2019-06-01,17.0,Middle Child,J. Cole,['Hip Hop']
2019-06-01,18.0,Happier,Marshmello ,"['Electronic/Dance', 'Pop']"
2019-06-01,19.0,Wish Wish,DJ Khaled ,['Hip Hop']
2019-06-01,20.0,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,['Pop']
2019-06-01,21.0,Higher,DJ Khaled ,['Hip Hop']
2019-06-01,22.0,High Hopes,Panic! At The Disco,['Pop']
2019-06-01,23.0,Going Bad,Meek Mill ,['Hip Hop']
2019-06-01,24.0,God's Country,Blake Shelton,['Country']
2019-06-01,25.0,Eastside,"benny blanco, Halsey ",['Pop']
2019-06-01,26.0,Whiskey Glasses,Morgan Wallen,
2019-06-01,27.0,Con Calma,Daddy Yankee ,
2019-06-01,28.0,Pure Water,Mustard ,['Hip Hop']
2019-06-01,29.0,Look Back At It,A Boogie Wit da Hoodie,['Hip Hop']
2019-06-01,30.0,Better,Khalid,['Pop']
2019-06-01,31.0,Pop Out,Polo G ,['Hip Hop']
2019-06-01,32.0,Sicko Mode,Travis Scott,['Hip Hop']
2019-06-01,33.0,Please Me,Cardi B ,"['Pop', 'Hip Hop']"
2019-06-01,34.0,Act Up,City Girls,
2019-06-01,35.0,Girls Like You,Maroon 5 ,['Pop']
2019-06-01,36.0,Shallow,Lady Gaga ,['Pop']
2019-06-01,37.0,Good As You,Kane Brown,['Country']
2019-06-01,38.0,Truth Hurts,Lizzo,['Pop']
2019-06-01,39.0,Envy Me,Calboy,
2019-06-01,40.0,When The Party's Over,Billie Eilish,['Pop']
2019-06-01,41.0,Beer Never Broke My Heart,Luke Combs,['Country']
2019-06-01,42.0,Beautiful Crazy,Luke Combs,['Country']
2019-06-01,43.0,Just Us,DJ Khaled ,['Hip Hop']
2019-06-01,44.0,You Stay,DJ Khaled ,['Hip Hop']
2019-06-01,45.0,Rumor,Lee Brice,['Country']
2019-06-01,46.0,A Lot,21 Savage,['Hip Hop']
2019-06-01,47.0,"Hey Look Ma, I Made It",Panic! At The Disco,['Pop']
2019-06-01,48.0,Here With Me,Marshmello ,"['Electronic/Dance', 'Pop']"
2019-06-01,49.0,Look What God Gave Her,Thomas Rhett,['Country']
2019-06-01,50.0,Thotiana,Blueface,['Hip Hop']
2019-06-01,51.0,I Think,"Tyler, The Creator",['Hip Hop']
2019-06-01,52.0,Celebrate,DJ Khaled ,['Hip Hop']
2019-06-01,53.0,Homicide,Logic ,['Hip Hop']
2019-06-01,54.0,Eyes On You,Chase Rice,['Country']
2019-06-01,55.0,Bury A Friend,Billie Eilish,['Pop']
2019-06-01,56.0,Clout,Offset ,['Hip Hop']
2019-06-01,57.0,Jealous,DJ Khaled ,['Hip Hop']
2019-06-01,58.0,Walk Me Home,P!nk,['Pop']
2019-06-01,59.0,Close Friends,Lil Baby,['Hip Hop']
2019-06-01,60.0,Miss Me More,Kelsea Ballerini,['Country']
2019-06-01,61.0,Murder On My Mind,YNW Melly,['Hip Hop']
2019-06-01,62.0,Worth It,YK Osiris,
2019-06-01,63.0,Sanguine Paradise,Lil Uzi Vert,['Hip Hop']
2019-06-01,64.0,Put A Date On It,Yo Gotti ,['Hip Hop']
2019-06-01,65.0,Running Out Of Time,"Tyler, The Creator",['Hip Hop']
2019-06-01,66.0,Love Ain't,Eli Young Band,['Country']
2019-06-01,67.0,Igor's Theme,"Tyler, The Creator",['Hip Hop']
2019-06-01,68.0,Cool,Jonas Brothers,['Pop']
2019-06-01,69.0,GIRL,Maren Morris,
2019-06-01,70.0,New Magic Wand,"Tyler, The Creator",['Hip Hop']
2019-06-01,71.0,Boy With Luv,BTS ,['Pop']
2019-06-01,72.0,Big Ole Freak,Megan Thee Stallion,"['Pop', 'R&B', 'Hip Hop']"
2019-06-01,73.0,Who Do You Love,The Chainsmokers ,['Pop']
2019-06-01,74.0,A Boy Is A Gun,"Tyler, The Creator",['Hip Hop']
2019-06-01,75.0,Racks In The Middle,Nipsey Hussle ,['Hip Hop']
2019-06-01,76.0,Soltera,"Lunay, Daddy Yankee ",
2019-06-01,77.0,Before I Let Go,Beyonce,"['Pop', 'R&B']"
2019-06-01,78.0,Earth,Lil Dicky,
,,Don't Call Me Up,Mabel,
2019-06-01,80.0,Someone You Loved,Lewis Capaldi,['Pop']
2019-06-01,81.0,Knockin' Boots,Luke Bryan,['Country']
2019-06-01,82.0,Girls Need Love,Summer Walker ,"['R&B', 'Hip Hop']"
2019-06-01,83.0,Love Someone,Brett Eldredge,['Country']
2019-06-01,84.0,Robbery,Juice WRLD,['Hip Hop']
2019-06-01,85.0,What's Good,"Tyler, The Creator",['Hip Hop']
2019-06-01,86.0,What If I Never Get Over You,Lady Antebellum,['Country']
2019-06-01,87.0,Shotta Flow,NLE Choppa,['Hip Hop']
2019-06-01,88.0,Puppet,"Tyler, The Creator",['Hip Hop']
2019-06-01,89.0,Talk You Out Of It,Florida Georgia Line,['Country']
2019-06-01,90.0,Night Shift,Jon Pardi,['Country']
2019-06-01,91.0,Weather The Storm,DJ Khaled ,['Hip Hop']
2019-06-01,92.0,Go Loko,"YG, Tyga ",['Hip Hop']
2019-06-01,93.0,All To Myself,Dan + Shay,['Country']
2019-06-01,94.0,Triggered,Jhene Aiko,['R&B']
2019-06-01,95.0,On My Way To You,Cody Johnson,
2019-06-01,96.0,Calma,Pedro Capo ,
2019-06-01,97.0,24/7,Meek Mill ,['Hip Hop']
2019-06-01,98.0,Here Tonight,Brett Young,['Country']
2019-06-01,99.0,Baila Baila Baila,Ozuna ,
2019-06-01,100.0,Te Robare,Nicky Jam ,
